gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,numeric_rating,year,countryrating,ch,wcap,ROA,ICOV,LDTC,SDTD,OM,Z_score
245436.0,2018-06-12,126451,Banco de Sabadell S.A.,Financial Institutions,Bank,ESP,STDLONG,BBB+,,,1,16,2018,14.560773480662984,1325.902389807192,,0.003417799175774885,1.8017205294196135,0.13577165608650282,,0.3497379872726234,
219617.0,2018-06-12,126579,Caisse Regionale de Credit Agricole Mutuel Toulouse 31,Financial Institutions,Bank,FRA,STDLONG,A+,,,1,19,2018,16.68421052631579,42.96220184924022,,0.007556683393892895,1.8947229401319214,0.013973978720469562,,0.6178817443941357,
,2000-05-10,126584,Socram Banque,Financial Institutions,Bank,FRA,FCLONG,BBB,,,1,15,2000,,,,,,,,,
249718.0,2018-06-12,126906,Caisse Regionale de Credit Agricole Mutuel de Normandie-Seine,Financial Institutions,Bank,FRA,STDLONG,A+,,,1,19,2018,16.68421052631579,213.1325117382353,,0.007434058598951787,2.0123732185495364,0.002073913147847508,,0.5800559781219464,
185370.0,2013-10-01,127084,Walker & Dunlop Inc.,Financial Institutions,Finance Company,USA,STDLONG,BB-,,,1,11,2013,13.899082568807339,50.709666666666664,,0.03455131347857183,7.434860830617364,0.0272644598162561,,0.3530834093179213,
28409.0,2004-07-07,127373,Banco De Galicia Y Buenos Aires S.A.U.,Financial Institutions,Bank,ARG,ARGLONG,SD,NR,,1,2,2004,9.251968503937007,233.29781748101536,,,0.31226961107356704,0.4382775104598138,,0.0827937730852855,
8537.0,2022-04-08,127629,Citigroup Global Markets Holdings Inc.,Financial Institutions,Holding Company,USA,FCLONG,A,,EE|UKE,0,18,2022,13.899082568807339,,,,,,,,
,2018-06-12,127633,Caisse Regionale de Credit Agricole Mutuel de Centre-France,Financial Institutions,Bank,FRA,STDLONG,A+,,,1,19,2018,16.68421052631579,,,,,,,,
,2001-09-06,127643,Eaton Vance Management,Financial Institutions,Asset Manager,USA,STDLONG,BBB+,,,1,16,2001,21.285714285714285,,,,,,,,
267461.0,2007-09-21,127854,Bank of China Ltd.,Financial Institutions,Bank,CHN,STDLONG,BBB+,,,1,16,2007,12.820512820512821,6048.011051669224,,,0.8259474977979003,0.02281988206943676,,0.2974743544528181,
15554.0,2000-03-27,127947,Edinburgh Investment Trust PLC,Financial Institutions,Hedge Fund,GBR,FCLONG,AA,,,1,21,2000,,22.205590891232877,,0.018227793114626665,5.1449900428068505,0.10330772564776335,,0.9169729517240026,
,2004-04-05,127991,T.C. Ziraat Bankasi A.S.,Financial Institutions,Bank,TUR,STDLONG,B+,,,1,10,2004,8.45945945945946,,,,,,,,
4201.0,2006-08-23,128269,Eaton Vance Corp.,Financial Institutions,Asset Manager,USA,STDLONG,A-,,,1,17,2006,17.41176470588235,143.95133333333334,,,,0.1335160073892708,0.4160235174908799,,
,2021-10-14,128292,Triton Container International Ltd.,Financial Institutions,Finance Company,BMU,FCLONG,BBB-,,,1,14,2021,16.5,,,,,,,,
31650.0,2002-09-25,128301,Depfa Deutsche Pfandbriefbank AG,Financial Institutions,Bank,DEU,FCLONG,AA-,,,1,20,2002,11.5,3128.7962290352207,,0.001299694817741327,1.0534727421127326,0.6316921699514818,,0.9175809927060263,
,2002-09-25,128302,Depfa Bank Europe PLC,Financial Institutions,Bank,IRL,FCLONG,AA-,,,1,20,2002,23.0,,,,,,,,
,2018-06-12,128393,Caisse Federale du Credit Mutuel de Maine-Anjou Basse Normandie,Financial Institutions,Bank,FRA,FCLONG,A+,,,1,19,2018,16.68421052631579,,,,,,,,
254058.0,2018-06-12,128401,Caisse Regionale de Credit Agricole Mutuel Nord de France,Financial Institutions,Bank,FRA,STDLONG,A+,,,1,19,2018,16.68421052631579,100.12282982407758,,0.0056611338272085495,1.581543642059432,0.04587766479068354,,0.6032584116326428,
,2011-07-19,128431,Prudential Bank & Trust,Financial Institutions,Bank,USA,STDLONG,A-,,,1,17,2011,12.896907216494846,,,,,,,,
,2005-01-17,128529,BBVA Mexico S.A.,Financial Institutions,Bank,MEX,CAVALLONG,mxAAA,,,1,23,2005,18.415841584158414,,,,,,,,
,2002-01-22,128530,Banca Serfin S.A.,Financial Institutions,Bank,MEX,FCLONG,BB+,,,1,13,2002,18.626666666666665,,,,,,,,
,2006-03-20,128764,GE Capital Preferred Asset Corp.,Financial Institutions,Finance Company,USA,STDLONG,AAA,,,1,23,2006,17.41176470588235,,,,,,,,
,2018-06-12,128903,Ulster Bank Ltd.,Financial Institutions,Bank,GBR,FCLONG,A,,,1,18,2018,18.973469387755102,,,,,,,,
,2011-03-03,129049,Financiera de Desarrollo Nacional S.A.,Financial Institutions,Bank,COL,STDLONG,BB+,NR,,1,13,2011,12.518518518518519,,,,,,,,
25888.0,2003-11-18,129160,OMX AB,Financial Institutions,Exchanges & Clearing Corporations,SWE,STDLONG,A+,,,1,19,2003,18.341463414634145,66.98246456495812,,0.038372040516154386,8.483219537097295,0.023813832551091364,,0.10526841265943955,
260751.0,2003-03-31,129293,Bank of N.T. Butterfield & Son Ltd.,Financial Institutions,Bank,BMU,STDLONG,A-,,,1,17,2003,,64.54832368927951,,0.01143034009419086,1.4288305489800335,0.01438144771337789,,0.711836532015254,
203783.0,2004-08-27,129305,Garanti BBVA,Financial Institutions,Bank,TUR,STDLONG,B+,,,1,10,2004,8.45945945945946,1449.6340558777736,,0.011087258889842222,0.12167136114501835,0.038646661620158444,,0.061687200723639334,
,2006-10-09,129447,Compagnie Monegasque de Banque SAM,Financial Institutions,Bank,MCO,STDLONG,A+,,,1,19,2006,,,,,,,,,
,2001-06-01,129468,Banque Hervet,Financial Institutions,Bank,FRA,STDLONG,A+,,,1,19,2001,16.333333333333332,,,,,,,,
,2003-01-14,129794,HSBC Private Bank (Suisse) S.A.,Financial Institutions,Bank,CHE,STDLONG,AA-,,,1,20,2003,18.210526315789473,,,,,,,,
,2011-03-03,129954,Banco de Comercio Exterior de Colombia S.A.,Financial Institutions,Bank,COL,STDLONG,BB+,,,1,13,2011,12.518518518518519,,,,,,,,
279378.0,2012-08-28,130095,Industrial and Commercial Bank of China Ltd.,Financial Institutions,Bank,CHN,STDLONG,A,,EE|UKE,0,18,2012,13.706666666666667,6048.011051669224,,0.0122146232768175,2.2176062972338375,0.00900907937049695,,0.7226187204775586,
13888.0,2018-06-25,300002,Mr. Cooper Group Inc.,Financial Institutions,Finance Company,USA,STDLONG,B+,NR,,1,10,2018,13.899082568807339,13.041333333333332,,0.07183617068065058,-1.7033860213959613,0.06638409439217607,,-0.54007065381639,
16348.0,2018-06-12,300021,Intesa Sanpaolo SpA,Financial Institutions,Bank,ITA,FCLONG,BBB+,,,1,16,2018,16.079734219269103,6048.011051669224,,,,0.21555032767823978,,,
25609.0,2009-05-21,300075,Bangkok Bank Public Co. Ltd.,Financial Institutions,Bank,THA,ASNLONG,axA+,,,1,19,2009,12.052631578947368,1186.837940726712,,0.012029645814563691,1.5762590364151166,0.02685661423237636,,0.5100482796481886,
27833.0,2009-07-14,300078,KASIKORNBANK PCL,Financial Institutions,Bank,THA,ASNLONG,axA,,,1,18,2009,12.052631578947368,634.2696279864723,,0.013818734171457079,1.860563859971095,0.031313146095584055,,0.5209672083244342,
15688.0,2012-11-22,300082,Malayan Banking Bhd.,Financial Institutions,Bank,MYS,ASNLONG,axAA,,,1,21,2012,15.857142857142858,6048.011051669224,,0.008123083350281005,2.0529471021158754,0.04949373051993303,,0.57646438917005,
,2008-04-14,300170,Lehman Brothers Securities Asia,Financial Institutions,Bank,USA,STDLONG,A+,,,1,19,2008,17.263157894736842,,,,,,,,
,2008-07-24,300380,Carolina First Bank,Financial Institutions,Bank,USA,STDLONG,BBB,NR,,1,15,2008,17.263157894736842,,,,,,,,
,2008-04-14,300569,Lehman Brothers Treasury Co. B.V.,Financial Institutions,Finance Company,NLD,FCLONG,A+,,,1,19,2008,17.75,,,,,,,,
4678.0,2006-04-06,300758,FirstMerit Corp.,Financial Institutions,Holding Company,USA,STDLONG,BBB,,,1,15,2006,17.41176470588235,198.018,,,,0.08040485610682606,,,
,2016-11-09,301229,Ocwen Loan Servicing LLC,Financial Institutions,Finance Company,USA,STDLONG,B,NR,,1,9,2016,13.899082568807339,,,,,,,,
,2024-03-25,301448,Banco Santander S.A. (New York Branch),Financial Institutions,Branch,USA,STDLONG,A+,,EU|UKE,0,19,2024,13.899082568807339,,,,,,,,
,2007-02-26,301807,Morgan Stanley Bank AG,Financial Institutions,Bank,DEU,STDLONG,AA-,,,1,20,2007,17.620689655172413,,,,,,,,
,2003-04-14,301855,New York Mercantile Exchange Inc.,Financial Institutions,Exchanges & Clearing Corporations,USA,STDLONG,AA+,,,1,22,2003,17.0,,,,,,,,
206207.0,2018-06-29,302305,Stadshypotek AB,Financial Institutions,Bank,SWE,STDLONG,AA-,,EU|UKE,0,20,2018,15.979310344827587,,,,,,,,
200588.0,2012-08-31,302459,Banco Mercantil del Norte S.A. Institucion de Banca Multiple Grupo Financiero Banorte,Financial Institutions,Bank,MEX,CAVALLONG,mxAA+,,,1,22,2012,17.523573200992555,,,,,,,,
,2018-06-12,302661,Caisse Regionale de Credit Agricole Mutuel Centre-Est,Financial Institutions,Bank,FRA,FCLONG,A+,,,1,19,2018,16.68421052631579,,,,,,,,
241794.0,2005-04-18,303042,Credit Foncier et Communal d'Alsace et de Lorraine-Banque,Financial Institutions,Bank,FRA,STDLONG,A,,,1,18,2005,16.25581395348837,6.239238500281748,,0.028661692606436983,1.5372581301883972,0.6550765355198095,,0.790823956249481,
,2018-06-25,303190,UBS AG (Jersey Branch),Financial Institutions,Bank,JEY,STDLONG,AA-,,EU|UKE,0,20,2018,17.5,,,,,,,,
30553.0,2000-01-26,303191,Bank of Taiwan,Financial Institutions,Bank,TWN,TAIWALONG,twAAA,,,1,23,2000,,,,,,,,,
,2009-05-21,303478,Siam Commercial Bank Public Co. Ltd.,Financial Institutions,Bank,THA,ASNLONG,axA,,,1,18,2009,12.052631578947368,,,,,,,,
,2008-05-28,303588,BRED - Banque Populaire,Financial Institutions,Bank,FRA,STDLONG,AA-,,,1,20,2008,16.36842105263158,,,,,,,,
,2000-06-22,303617,Bank Labouchere N.V.,Financial Institutions,Bank,NLD,FCLONG,A+,,,1,19,2000,,,,,,,,,
,2010-02-16,303721,Flexi Finance Ltd.,Financial Institutions,Finance Company,NZL,STDLONG,BB,NR,,1,12,2010,17.111702127659573,,,,,,,,
200561.0,2002-09-18,304137,PT Bank Danamon Indonesia Tbk.,Financial Institutions,Bank,IDN,STDLONG,B-,NR,,1,8,2002,6.961538461538462,491.5138289503739,,-0.045707316385032164,-0.010569052459294459,0.16734669761454637,,-0.17243312210922643,
200563.0,2003-05-12,304139,PT Bank Internasional Indonesia Tbk.,Financial Institutions,Bank,IDN,STDLONG,CCCpi,NR,,1,6,2003,6.375,307.6412921532199,,-0.04115740155074921,-0.10105555985092766,0.11882034803506404,,-0.09693701804308615,
157304.0,2012-05-02,304142,Bank Rakyat Indonesia (Persero) Tbk. PT,Financial Institutions,Bank,IDN,STDLONG,BB+,,,1,13,2012,9.494736842105263,6048.011051669224,,0.027844523923900997,2.056315451522115,0.008214579572885126,,0.5525302148677338,
200565.0,2007-07-06,304144,PT Bank CIMB Niaga Tbk.,Financial Institutions,Bank,IDN,STDLONG,B+,NR,,1,10,2007,8.685714285714285,333.0180668018949,,0.01616973840023009,0.4845074951001626,0.028976432161933102,,0.21656628410707734,
,2014-04-09,304146,Baiduri Bank Sendirian Bhd.,Financial Institutions,Holding Company,BRN,FCLONG,BBB+,,,1,16,2014,,,,,,,,,
15679.0,2001-07-23,304191,United Overseas Bank Ltd.,Financial Institutions,Bank,SGP,FCLONG,A+,,,1,19,2001,,1037.794509651699,,0.011502464062394186,1.2308001306284069,0.0,,0.5757843426639807,
15753.0,2001-06-20,304196,Oversea-Chinese Banking Corp. Ltd.,Financial Institutions,Bank,SGP,FCLONG,A,,,1,18,2001,,1002.3306985702924,,0.011466638137410126,1.4452988383314882,0.0012406230578303555,,0.7355744028821998,
31161.0,2006-02-14,304198,TMBThanachart Bank Public Co. Ltd.,Financial Institutions,Bank,THA,STDLONG,BBB-,NR,,1,14,2006,12.052631578947368,393.1671614873376,,-0.00826396543108728,0.14547612939229845,0.07186901679724368,,0.0185283530022687,
25607.0,2003-09-18,304201,Krung Thai Bank Public Co. Ltd.,Financial Institutions,Bank,THA,FCLONG,BB,,,1,12,2003,,467.9170121337861,,-0.008728368415329384,-0.2528097252549148,0.0043103997947514915,,-0.17368891165392433,
25610.0,2009-07-31,304202,Bank of Ayudhya Public Co. Ltd.,Financial Institutions,Bank,THA,ASNLONG,axA-,,,1,17,2009,12.052631578947368,651.5165027367052,,0.0009830893677974092,0.7573501191094488,0.07255008865295491,,0.2793032796457713,
15632.0,2004-06-07,304205,Public Bank Bhd.,Financial Institutions,Bank,MYS,FCLONG,A-,,,1,17,2004,15.25,521.5115708498447,,0.013819996746971548,1.097611410692159,0.013394007024117123,,0.3561351758784705,
15742.0,2009-05-19,304208,RHB Bank Bhd.,Financial Institutions,Bank,MYS,ASNLONG,axA,,,1,18,2009,16.0,4736.471101768161,,0.007018367180156176,1.4346444885858693,0.0550244171613391,,0.7825473474081827,
,2003-05-29,304209,CIMB Bank Bhd.,Financial Institutions,Bank,MYS,FCLONG,BBB-,,,1,14,2003,12.333333333333334,,,,,,,,
205906.0,2010-03-31,304222,Banco de Credito e Inversiones,Financial Institutions,Bank,CHL,STDLONG,A-,,,1,17,2010,18.5,1603.4747757430234,,0.012270582227897559,1.5141301699433043,0.09538220698985045,,0.5519928863663316,
268696.0,2005-05-31,304224,Saudi National Bank,Financial Institutions,Bank,SAU,FCLONG,A-,,,1,17,2005,11.8,2481.590836248654,,,3.690477536168414,,,0.6742974355499379,
248860.0,2006-06-16,304226,arab national bank (anb),Financial Institutions,Bank,SAU,FCLONG,A,,,1,18,2006,11.8,551.7270665994877,,0.02036032631961436,8.483219537097295,0.006482242160594876,,0.45614351942992376,
248869.0,2005-09-26,304228,Samba Financial Group,Financial Institutions,Bank,SAU,FCLONG,A-,,,1,17,2005,11.8,1081.0153118598737,,0.022963662856287842,8.483219537097295,0.007899837642536772,,0.4420561343595004,
248868.0,2004-06-14,304229,Riyad Bank,Financial Institutions,Bank,SAU,FCLONG,A-,,,1,17,2004,11.8,584.2237000351005,,0.02115438716256578,8.483219537097295,0.0,,0.3642361874408464,
248870.0,2005-02-01,304230,The Saudi British Bank,Financial Institutions,Bank,SAU,STDLONG,A-,,,1,17,2005,11.8,536.954234991073,,0.02552874918686328,2.5848712478921456,0.0,,0.48163968387642514,
,2006-01-12,304233,Banco Safra S.A.,Financial Institutions,Bank,BRA,FCLONG,BB-,,,1,11,2006,13.958333333333334,,,,,,,,
30452.0,2006-05-19,304234,Banco Bradesco S.A.,Financial Institutions,Bank,BRA,FCLONG,BB+,,,1,13,2006,13.958333333333334,1093.5690000000002,,,,,,,
61134.0,2005-01-20,304236,"Unibanco-Uniao de Bancos Brasileiros, S.A.",Financial Institutions,Bank,BRA,STDLONG,BB,,,1,12,2005,13.958333333333334,422.30566666666664,,,,0.07395533492513486,,,
,2000-03-14,304247,Shinhan Bank,Financial Institutions,Bank,KOR,FCLONG,BB,,,1,12,2000,,,,,,,,,
,2002-01-17,304250,SeoulBank,Financial Institutions,Bank,KOR,FCLONG,BB,,,1,12,2002,11.368421052631579,,,,,,,,
217719.0,2011-12-08,304259,Banco de Bogota S.A. y Subsidiarias,Financial Institutions,Bank,COL,STDLONG,BBB-,,,1,14,2011,12.518518518518519,1823.2472980023767,,0.020731446946914242,2.534888850156038,0.05568078636367058,,0.5026095914466416,
205654.0,2004-09-29,304324,Bank of Baroda,Financial Institutions,Bank,IND,STDLONG,BBpi,,,1,12,2004,12.4,741.825512037673,,0.011012393708202835,0.29853426242416614,0.02001170949082408,,0.14939695900848987,
163182.0,2004-02-18,304406,China Development Bank,Financial Institutions,Government Agencies,CHN,STDLONG,BBB+,,,1,16,2004,2.0,,,,,,,,
200772.0,2019-08-26,304516,Bank of the Philippine Islands,Financial Institutions,Bank,PHL,FCLONG,BBB+,,,1,16,2019,11.992063492063492,1918.5294962791388,,0.011872841616470136,2.5376400382327393,0.019648252362503053,,0.5272863436743932,
205139.0,2003-10-31,304520,Metropolitan Bank & Trust Co.,Financial Institutions,Bank,PHL,FCLONG,B+,,,1,10,2003,,281.62165421982417,,0.004398521782192697,0.7982531506633596,0.02670101867909132,,0.35661785414535424,
65025.0,2006-04-26,304523,Philippine National Bank,Financial Institutions,Bank,PHL,STDLONG,B-,NR,,1,8,2006,11.81081081081081,139.50035066010778,,0.001232913512996365,0.4158255703919685,0.05247569538105116,,0.16409139885309812,
207126.0,2002-09-30,304524,Rizal Commercial Banking Corp.,Financial Institutions,Bank,PHL,FCLONG,B,,,1,9,2002,,128.52638803362404,,0.001350627458646319,0.12955325988880417,0.09608774905034435,,0.06698445411067612,
15498.0,2005-06-10,304545,Hang Seng Bank Ltd.,Financial Institutions,Bank,HKG,FCLONG,A+,,,1,19,2005,17.142857142857142,612.5703149928355,,0.0202413266196627,4.896017754400205,0.0,,0.8011799024064811,
15530.0,2001-01-07,304555,Bank of East Asia Ltd. (The),Financial Institutions,Bank,HKG,FCLONG,BBB+,,,1,16,2001,,189.37084641876007,,0.009209912765587087,1.2380010240963488,0.018995058365497267,,0.7285507668234702,
216028.0,2005-09-15,304567,Bank of India,Financial Institutions,Bank,IND,FCLONG,BB+,,,1,13,2005,12.071428571428571,869.9867073030335,,0.007828893941459344,0.345140595311138,0.07832581056753342,,0.1774731797095588,
257156.0,2008-06-17,304569,Union Bank of India,Financial Institutions,Bank,IND,STDLONG,BBB-,,,1,14,2008,12.842857142857143,451.92479483404054,,0.008996034498040997,1.2800554524607104,0.07287634064043304,,0.7623680529335998,
255701.0,2007-07-04,304570,Canara Bank,Financial Institutions,Bank,IND,FCLONG,BBB-,,,1,14,2007,12.35,1529.430828475293,,0.010588604917793275,0.6461074881968986,0.03533802385639322,,0.35046341249102236,
,2006-04-18,304572,Banco Citibank S.A.,Financial Institutions,Bank,BRA,STDLONG,BB,,,1,12,2006,13.958333333333334,,,,,,,,
13075.0,2002-01-03,304692,"Provident Financial Group, Inc",Financial Institutions,Holding Company,USA,STDLONG,BBB-,,,1,14,2002,17.0,314.81466666666665,,,,0.16741007273855346,,,
62410.0,2018-07-03,304963,Alpha Bank A.E.,Financial Institutions,Bank,GRC,STDLONG,B-,,,1,8,2018,8.851063829787234,1292.1618239844324,,-0.0054703114127150725,0.6203982522465727,0.014841706297335265,,0.09893020135999124,
30582.0,2018-07-03,304975,National Bank of Greece S.A.,Financial Institutions,Bank,GRC,STDLONG,B-,,,1,8,2018,8.851063829787234,2039.6783333333333,,,,0.012884205511187014,,,
270074.0,2005-07-19,305080,Turkiye Vakiflar Bankasi TAO,Financial Institutions,Bank,TUR,STDLONG,BB-,NR,,1,11,2005,9.13265306122449,1027.0465710632125,,0.024263745309782685,1.2832956849324415,0.09488484344966995,,0.7094508920945483,
,2022-12-06,305217,Flagstar Bank N.A.,Financial Institutions,Bank,USA,FCLONG,BBB-,,,1,14,2022,13.899082568807339,,,,,,,,
200773.0,2013-06-06,305256,mBank S.A.,Financial Institutions,Bank,POL,FCLONG,BBB+,,,1,16,2013,14.911111111111111,1406.5456268902144,,0.010124489886246249,1.696022438208172,0.29168885031557695,,0.8020807379110843,
2018.0,2010-02-04,305310,Bank Leumi le-Israel B.M.,Financial Institutions,Bank,ISR,ISRLONG,ilAA+,,,1,22,2010,17.294117647058822,6048.011051669224,,0.005179830928678678,1.8118689696109556,0.0695833032824141,,0.5002709807917147,
222765.0,2010-02-04,305319,Mizrahi Tefahot Bank Ltd.,Financial Institutions,Bank,ISR,ISRLONG,ilAA+,,,1,22,2010,17.294117647058822,1907.8596147435521,,0.005635906450189586,1.3975949755245354,0.06474541800993133,,0.6087748628779469,
6203.0,2008-02-21,305321,Israel Discount Bank Ltd.,Financial Institutions,Bank,ISR,STDLONG,BBB,,,1,15,2008,14.625,3206.2303773455983,,0.0030282811374814957,3.728133031269493,0.03919212077378757,,0.19023084777888644,
30579.0,2010-02-04,305322,Bank Hapoalim B.M.,Financial Institutions,Bank,ISR,ISRLONG,ilAA+,,,1,22,2010,17.294117647058822,6048.011051669224,,0.0023522686111067588,1.3022129451075162,0.0683226358596919,,0.3453474264154684,
11861.0,2001-10-23,305541,Valley National Bancorp,Financial Institutions,Holding Company,USA,FCLONG,A-,,,1,17,2001,21.285714285714285,174.6916666666667,,,,0.05811976817922746,,,
,2004-06-21,305598,HSBC Mexico S.A.,Financial Institutions,Bank,MEX,FCLONG,BBB-,,,1,14,2004,18.422619047619047,,,,,,,,
,2008-03-14,305606,Banco de la Provincia de Buenos Aires,Financial Institutions,Bank,ARG,ARGLONG,raAA-,,,1,20,2008,10.070652173913043,,,,,,,,
251247.0,2005-11-07,305627,National Bank of Dubai,Financial Institutions,Bank,ARE,FCLONG,A,,,1,18,2005,,,,,,,,,
286983.0,2006-05-02,305628,Emirates Bank International PJSC,Financial Institutions,Bank,ARE,STDLONG,A,,,1,18,2006,,,,,,,,,
282949.0,2005-01-31,305629,First Abu Dhabi Bank PJSC,Financial Institutions,Bank,ARE,FCLONG,A,,,1,18,2005,,2785.365551368197,,0.021237582158252607,3.434109402913771,0.0526011571237038,,0.6404231884218,
260797.0,2007-06-25,305630,Mashreqbank PSC,Financial Institutions,Bank,ARE,STDLONG,A,NR,,1,18,2007,,296.0541951046385,,0.029737472323304873,2.4181535472636564,0.04971919299396799,,0.6962337742129167,
31646.0,2001-10-02,305736,Banco de Credito del Peru,Financial Institutions,Bank,PER,FCLONG,BB-,,,1,11,2001,11.75,1462.7804994783264,,0.005807573718897364,0.5844052075416158,0.037163402319371874,,0.2373113660603717,
,2000-05-31,305980,Banco Nacional de Obras y Servicios Publicos S.N.C.,Financial Institutions,Bank,MEX,CAVALLONG,mxAAA,,,1,23,2000,,,,,,,,,
260616.0,2002-05-15,306063,SUSA Partnership L.P.,Financial Institutions,Finance Company,USA,FCLONG,A,,,1,18,2002,17.0,,,,,,,,
,2014-10-01,306127,Ceskoslovenska Obchodni Banka A.S.,Financial Institutions,Bank,CZE,FCLONG,A,,,1,18,2014,12.710144927536232,,,,,,,,
204719.0,2018-06-12,306133,Komercni Banka A.S.,Financial Institutions,Bank,CZE,FCLONG,A+,,EU|UKE,0,19,2018,12.896103896103897,1027.470796061187,,0.014671294350252133,3.6949968345407065,0.07309422864863101,,0.6173181742761719,
206652.0,2008-07-30,306139,OTP Bank PLC,Financial Institutions,Bank,HUN,STDLONG,BBB+,NR,,1,16,2008,14.038461538461538,1309.2927347795703,,0.027099074929277836,1.7723585101412418,0.15012806313964452,,0.480610567420294,
279376.0,2015-11-30,306143,Absa Bank Ltd.,Financial Institutions,Bank,ZAF,SALONG,zaAA,,,1,21,2015,13.333333333333334,1029.6376830281563,,,1.4349021007319323,0.12817263713492974,,0.6467802011349778,
200590.0,2018-06-12,306248,BGL BNP Paribas S.A.,Financial Institutions,Bank,LUX,STDLONG,A+,,,1,19,2018,,,,,,,,,
