gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,date_column,year,numeric_rating,countryrating,ch,wcap,ICOV,ROA,LDTC,SDTD,OM,Z_score,xint,lt
268421.0,2000-11-15,345149,Parmalat SpA,Corporates,Consumer Products,ITA,FCLONG,BBB-,,,1,2000-11-15,2000,14,,,,,,,,,,,
,2000-09-14,345157,Captain D's Seafood Restaurants,Corporates,Retailing,USA,FCLONG,B+,,,1,2000-09-14,2000,10,,,,,,,,,,,
,2000-07-18,345159,Vantico Group S.A.,Corporates,Chemicals,LUX,FCLONG,B+,,,1,2000-07-18,2000,10,,,,,,,,,,,
28518.0,2000-07-26,345163,Shiloh Industries Inc.,Corporates,Automobiles & Components,USA,FCLONG,BB-,,,1,2000-07-26,2000,11,,0.8036666666666666,62.385,5.077263481030156,0.04971400382392991,0.3693723678958094,0.23243847314453578,0.1036693105139302,2.5752713898319795,7.219666666666666,194.20333333333335
,2003-01-28,345172,Therma-Tru Corp.,Corporates,Building Materials,USA,STDLONG,BB-,,,1,2003-01-28,2003,11,21.285714285714285,,,,,,,,,,
180111.0,2003-06-18,345189,Vought Aircraft Industries Inc.,Corporates,Aerospace & Defense,USA,STDLONG,B+,,,1,2003-06-18,2003,10,21.285714285714285,,,,,,,,,,
160558.0,2000-07-19,345196,iesy Hessen GmbH,Corporates,Telecom Services,DEU,FCLONG,B+,,,1,2000-07-19,2000,10,,,,,,,,,,,
160558.0,2000-07-19,345197,Unitymedia Hessen GmbH & Co. KG,Corporates,Media & Entertainment,DEU,FCLONG,B+,,,1,2000-07-19,2000,10,,,,,,,,,,,
29909.0,2000-08-29,345246,Petco Animal Supplies Inc.,Corporates,Retailing,USA,FCLONG,BB-,,,1,2000-08-29,2000,11,,13.912333333333331,47.18633333333333,5.654935956152118,0.0008235810705387453,0.18666849454390752,0.5208631958964051,0.039454720743678014,3.585712940808246,6.603666666666666,200.14533333333335
,2000-07-21,345265,NTL Business Ltd.,Corporates,Telecom Services,GBR,FCLONG,B+,,,1,2000-07-21,2000,10,,,,,,,,,,,
,2000-07-21,345266,Cablecom (Ostschweiz) AG,Corporates,Telecom Services,CHE,FCLONG,B+,,,1,2000-07-21,2000,10,,,,,,,,,,,
,2000-07-21,345279,Dynea International Oy,Corporates,Chemicals,FIN,FCLONG,BB-,,,1,2000-07-21,2000,11,,,,,,,,,,,
29235.0,2000-07-25,345306,Coflexip S.A.,Corporates,Energy,FRA,FCLONG,BBB+,,,1,2000-07-25,2000,16,,281.229,210.864,7.30145526516926,0.0754353323069416,0.10761123738557087,0.7376857748486042,0.13375654363803133,2.9723790997858317,22.105,738.5099999999999
29127.0,2000-08-16,345364,Incyte Genomics Inc.,Corporates,Health Care,USA,FCLONG,B,,,1,2000-08-16,2000,9,,44.479000000000006,77.00099999999999,,-0.01721115549752046,0.0015350428360820002,0.990500286245203,5.881608988060153e-05,13.8051137840004,,49.815333333333335
29312.0,2000-08-16,345365,Human Genome Sciences Inc.,Corporates,Health Care,USA,FCLONG,B-,,,1,2000-08-16,2000,8,,80.44133333333333,272.0826666666667,-33.492337993998085,-0.08845951565603105,0.21169495297997817,0.4006230606835364,-0.4330797486511394,13.895535129512211,1.6303333333333334,135.678
,2004-01-23,345378,Relizon Co. (The),Corporates,Information Technology,USA,STDLONG,BB-,,,1,2004-01-23,2004,11,20.11111111111111,,,,,,,,,,
137943.0,2002-03-08,345389,Entravision Communications Corp.,Corporates,Media & Entertainment,USA,STDLONG,B+,,,1,2002-03-08,2002,10,21.285714285714285,30.198000000000004,46.89533333333333,-2.0059182280618173,-0.09895143946650359,0.38418010161129335,0.06388237253806624,-0.34219750385567843,2.2406794908796837,34.65533333333333,352.9736666666666
,2000-08-02,345475,Ronin Property Trust,Corporates,Property & Real Estate,AUS,FCLONG,A-,,,1,2000-08-02,2000,17,,,,,,,,,,,
216739.0,2000-09-20,345476,Airport Authority Hong Kong,Corporates,Transportation,HKG,FCLONG,A,,,1,2000-09-20,2000,18,,,,,,,,,,,
,2000-08-11,345488,Pinnacle One Partners L.P.,Corporates,Telecom Services,USA,FCLONG,BBB-,,,1,2000-08-11,2000,14,,,,,,,,,,,
137137.0,2000-08-02,345502,Manufacturers' Services Ltd.,Corporates,Information Technology,USA,FCLONG,BB-,,,1,2000-08-02,2000,11,,24.075499999999998,76.3065,1.491529293849776,-0.008800064444603132,0.26662973928043476,0.6891313273874686,0.014523599189998876,,9.120999999999999,281.196
,2000-08-02,345533,Queensland Sugar Ltd.,Corporates,Consumer Products,AUS,FCLONG,AA,,,1,2000-08-02,2000,21,,,,,,,,,,,
,2000-08-08,345541,NRG REMA LLC,Corporates,Electric,USA,FCLONG,BBB,,,1,2000-08-08,2000,15,,,,,,,,,,,
148210.0,2000-08-04,345559,Chevron Phillips Chemical Co. LLC,Corporates,Chemicals,USA,FCLONG,BBB+,,,1,2000-08-04,2000,16,,,,,,,,,,,
,2000-08-10,345561,Envases Universales de Mexico S.A.P.I. de C.V.,Corporates,Containers & Packaging,MEX,CAVALLONG,mxA-,,,1,2000-08-10,2000,17,,,,,,,,,,,
,2000-08-18,345586,Grapes Communications N.V.,Corporates,Telecom Services,ITA,FCLONG,B-,,,1,2000-08-18,2000,8,,,,,,,,,,,
,2001-02-08,345591,BOT Elektrownia Turow S.A.,Corporates,Electric,POL,FCLONG,BB,,,1,2001-02-08,2001,12,15.8125,,,,,,,,,,
255993.0,2005-05-05,345600,CCR S.A.,Corporates,Transportation,BRA,BRAZLONG,brA+,,,1,2005-05-05,2005,19,13.958333333333334,17.677203956915516,-52.02381024685159,2.054560365852405,0.08576279247137585,0.4126174324453689,0.3203153644445784,0.32080098732759155,1.9231639308692627,66.15456819772378,594.0119705992937
7977.0,2000-08-17,345602,Xcel Energy Inc.,Corporates,Electric,USA,FCLONG,A-,,,1,2000-08-17,2000,17,,51.032333333333334,-500.91799999999995,2.55952624218994,0.0314546164133371,0.31959224677009,0.24646415550918785,0.17673127194998217,1.615310287686123,199.09833333333336,5495.5233333333335
,2001-10-28,345613,Ergon Energy Corp. Ltd.,Corporates,Electric,AUS,STDLONG,AA+,,,1,2001-10-28,2001,22,22.0,,,,,,,,,,
202627.0,2000-08-10,345624,Compania General de Electricidad S.A.,Corporates,Electric,CHL,FCLONG,A-,,,1,2000-08-10,2000,17,,7.153644272378949,-28.271301655480812,4.234686050571505,0.07205241865425308,0.2762367587777093,0.36839061048849997,0.21210307185490243,2.2393235796737514,26.67529333980458,562.1505131082674
246216.0,2000-09-05,345628,JCDecaux SE,Corporates,Media & Entertainment,FRA,FCLONG,BBB,,,1,2000-09-05,2000,15,,,,,,,,,,,
62990.0,2000-08-14,345637,Affymetrix Inc.,Corporates,Health Care,USA,FCLONG,B,,,1,2000-08-14,2000,9,,5.786666666666666,126.899,-33.492337993998085,-0.15475614030406012,0.1587998074104708,0.6212186609839345,-0.4330797486511394,13.895535129512211,0.8066666666666666,72.97033333333333
,2000-08-14,345649,Key3Media Events Inc.,Corporates,Media & Entertainment,USA,FCLONG,BB-,,,1,2000-08-14,2000,11,,,,,,,,,,,
122536.0,2000-08-14,345657,Internet Capital Group Inc.,Corporates,Information Technology,USA,FCLONG,B,,,1,2000-08-14,2000,9,,685.15,662.916,-27.53922055932385,0.06454141730860892,0.1413154171685877,0.5211989127771409,-0.4330797486511394,13.895535129512211,2.139,316.192
162888.0,2004-04-12,345660,"Midwest Generation, LLC",Corporates,Electric,USA,STDLONG,B,,,1,2004-04-12,2004,9,20.11111111111111,,,,,,,,,,
63728.0,2000-08-28,345795,CaremarkPCS LLC,Corporates,Health Care,USA,FCLONG,BB,,,1,2000-08-28,2000,12,,50.315,14.506,48.66040589093862,0.050012613479415664,0.10316729224897854,0.8446827812125154,0.02130451927457097,5.482692155952736,1.3366666666666667,200.18133333333333
122077.0,2000-08-23,345796,Efficient Networks Inc.,Corporates,Information Technology,USA,FCLONG,B,,,1,2000-08-23,2000,9,,5.6055,10.227500000000001,-33.492337993998085,-0.19831051841652136,-0.4052026618269812,0.7016100338018146,-0.4330797486511394,13.895535129512211,4.051,11.891000000000002
146613.0,2002-09-27,345861,Integrated Defense Technologies Inc.,Corporates,Aerospace & Defense,USA,STDLONG,BB-,,,1,2002-09-27,2002,11,21.285714285714285,4.4155,74.9085,1.4131397840669537,0.005198546833043753,0.5606213443364638,0.2806410063138344,0.09073511169249973,,14.7505,228.458
60846.0,2000-09-05,345989,Transwitch Corp.,Corporates,Information Technology,USA,FCLONG,B,,,1,2000-09-05,2000,9,,33.33833333333333,50.403,48.66040589093862,0.07722953551535612,0.004543001079525009,0.9842874922215308,0.09309683047007018,13.895535129512211,0.09099999999999998,7.528
28194.0,2000-09-05,346016,Avient Corp.,Corporates,Chemicals,USA,FCLONG,BBB,,,1,2000-09-05,2000,15,,38.233333333333334,-35.06666666666667,4.304253445829533,0.044346633441474326,0.1460786246568478,0.4853134808290061,0.05557216805048482,2.161425038599312,16.233333333333334,686.4
100781.0,2007-05-14,346043,Delhaize Group S.A.,Corporates,Retailing,BEL,STDLONG,BB+,,,1,2007-05-14,2007,13,21.22222222222222,540.1736666666667,238.18200000000002,2.6751919653235454,0.031977933759062924,0.32365710631008415,0.39644781153884967,0.047163633422171475,2.8991619949461502,433.4343333333333,7848.315333333333
,2000-09-06,346086,Dobson Operating Co. LLC,Corporates,Telecom Services,USA,FCLONG,BB-,,,1,2000-09-06,2000,11,,,,,,,,,,,
102655.0,2000-09-10,346089,Katokichi Co. Ltd.,Corporates,Consumer Products,JPN,STDLONG,BBBpi,,,1,2000-09-10,2000,15,,210.84328148775933,165.24400384988803,4.308586969898841,0.005170100017764163,0.19501048555729172,0.632859371657786,0.044370006805628893,1.6829085162141613,17.94050632172706,1137.3906464071922
103043.0,2000-09-10,346090,Nichirei Corp.,Corporates,Consumer Products,JPN,STDLONG,BBpi,,,1,2000-09-10,2000,12,,65.50229923294864,23.774530287790167,1.8281757964849057,-0.0002857524427207382,0.3101251487504904,0.531830489694363,0.018112072121849298,1.9615362942108845,49.601268301106266,2418.1130252302164
102609.0,2000-09-10,346091,Toyo Suisan Kaisha Ltd.,Corporates,Consumer Products,JPN,STDLONG,BBBpi,,,1,2000-09-10,2000,15,,231.1779914045285,352.7143489783318,5.417242069684356,,0.22502548252105936,0.5243253092985277,0.03986917205515853,7.344591264704554,19.302736953976126,1066.9904206473823
100140.0,2000-09-10,346092,Nissin Food Products Co. Ltd.,Corporates,Consumer Products,JPN,STDLONG,AApi,,,1,2000-09-10,2000,21,,661.151177177493,660.3344606742265,48.66040589093862,,0.0019969318097292177,0.9569056331978784,0.08647867265382904,4.511555194673384,2.694788255843081,745.4554477502878
,2001-07-19,346100,Toisa Ltd.,Corporates,Capital Goods,GBR,STDLONG,BB-,,,1,2001-07-19,2001,11,19.714285714285715,,,,,,,,,,
15936.0,2001-06-05,346122,Klepierre S.A.,Corporates,Property & Real Estate,FRA,STDLONG,BBB+,,,1,2001-06-05,2001,16,16.333333333333332,49.79621195185714,,3.1103111797787864,0.024031036183602996,0.3857193395704086,,0.47864229703651867,,31.31956411294605,1032.3466725183487
,2005-07-26,346124,Wind Telecomunicazioni SpA,Corporates,Telecom Services,ITA,STDLONG,B+,,,1,2005-07-26,2005,10,19.10989010989011,,,,,,,,,,
15133.0,2000-12-11,346125,Apogent Technologies Inc.,Corporates,Health Care,USA,FCLONG,BBB,,,1,2000-12-11,2000,15,,19.396333333333335,246.98166666666665,4.233666633474976,0.0631057883322507,0.5141041336987164,0.17714965214105774,0.23383116293821707,2.901122648260383,52.70366666666666,1049.059
212777.0,2000-10-22,346145,Indian Oil Corp. Ltd.,Corporates,Energy,IND,FCLONG,BB,,,1,2000-10-22,2000,12,,,,,,,,,,,
,2000-11-12,346160,EdgeCap Pty Ltd.,Corporates,Electric,AUS,FCLONG,BBB-,,,1,2000-11-12,2000,14,,,,,,,,,,,
,2001-03-19,346165,Dun & Bradstreet Corp. (The),Corporates,Commercial & Professional Services,USA,STDLONG,BBB+,,,1,2001-03-19,2001,16,21.285714285714285,,,,,,,,,,
,2000-09-13,346193,CP Kelco ApS,Corporates,Chemicals,USA,FCLONG,BB-,,,1,2000-09-13,2000,11,,,,,,,,,,,
281657.0,2000-09-22,346210,Petroplus International N.V.,Corporates,Energy,NLD,FCLONG,BB,,,1,2000-09-22,2000,12,,65.60027034625189,120.29790168370921,2.1509267094692963,0.05159892213546384,0.11513833297854624,0.8012697330660162,0.013299064865758263,4.450163340073375,22.558320137666723,1008.2840097234184
2408.0,2000-09-19,346214,Telus Corp.,Corporates,Telecom Services,CAN,FCLONG,BBB+,,,1,2000-09-19,2000,16,,0.0,-280.89718441072125,5.631089019127217,0.020501723183641987,0.24277800953152176,0.4381424332729664,0.23903159913072758,2.800802659688133,111.00085298456217,1839.4433313655761
,2000-09-15,346228,DISH Broadband Corp.,Corporates,Information Technology,USA,FCLONG,B+,,,1,2000-09-15,2000,10,,,,,,,,,,,
,2000-09-17,346232,Adelaide Airport Ltd.,Corporates,Transportation,AUS,FCLONG,BBB,,,1,2000-09-17,2000,15,,,,,,,,,,,
30779.0,2000-09-19,346249,Clearnet Communications Inc.,Corporates,Telecom Services,CAN,FCLONG,BBB+,,,1,2000-09-19,2000,16,,42.14285264957869,38.24427655633945,-3.0921366098196237,-0.19831051841652136,0.9669935701599034,0.12866838673304576,-0.4330797486511394,-1.1357439213050269,90.80062449090887,1085.1894428116505
147570.0,2000-09-19,346273,Horizon PCS Inc.,Corporates,Telecom Services,USA,FCLONG,B-,,,1,2000-09-19,2000,8,,,,,,,,,,,
140421.0,2000-09-20,346301,Asia Global Crossing Ltd.,Corporates,Telecom Services,USA,FCLONG,BB-,,,1,2000-09-20,2000,11,,7.581,1.7769999999999997,48.66040589093862,0.02041121943146806,0.0,1.0,,13.895535129512211,0.0,51.2665
14391.0,2000-09-22,346309,TransAlta Corp.,Corporates,Electric,CAN,FCLONG,A-,,,1,2000-09-22,2000,17,,66.71599070201506,-177.490859384618,2.986291675298061,0.03630693315360711,0.40301121501554515,0.28722530808274194,0.3476896085088567,1.4165016506470327,118.65462279022977,2019.8073044812402
102422.0,2002-01-10,346311,Sappi Ltd.,Corporates,Paper & Forest Products,ZAF,STDLONG,BBB,,,1,2002-01-10,2002,15,15.5,295.0826666666667,-242.02433333333332,2.8366460648379035,0.04279745717877562,0.24918146639362557,0.42288285613686627,0.11374401362515367,2.1801319031160027,186.11,3301.289666666667
29642.0,2000-10-10,346315,Anchor Gaming,Corporates,Hotels & Gaming,USA,FCLONG,BB-,,,1,2000-10-10,2000,11,,57.483000000000004,49.33466666666667,48.66040589093862,0.1871959454653358,0.14517894364005018,0.6923421270964112,0.4082585017470162,13.895535129512211,0.209,111.90433333333333
,2000-10-13,346336,Memec Group Ltd.,Corporates,Information Technology,USA,FCLONG,BB,,,1,2000-10-13,2000,12,,,,,,,,,,,
259815.0,2016-07-11,346391,Southern Co. Gas Capital Corp.,Corporates,Multi,USA,FCLONG,A-,,,1,2016-07-11,2016,17,16.573033707865168,,,,,,,,,,
101780.0,2006-01-24,346417,JGC Corp.,Corporates,Capital Goods,JPN,STDLONG,BBB+,,,1,2006-01-24,2006,16,20.576923076923077,669.8268086256506,560.2034455002197,48.66040589093862,0.033275076646775335,0.030459406081864412,0.8215601553675466,0.03506875374825666,2.8586458947308357,2.906805297491381,1865.901451992596
,2001-02-14,346421,Guangdong Yue Gang Water Supply Co. Ltd.,Corporates,Water,CHN,FCLONG,BB+,,,1,2001-02-14,2001,13,,,,,,,,,,,
214839.0,2000-10-11,346450,BRISA Auto-Estradas de Portugal S.A.,Corporates,Transportation,PRT,FCLONG,AA-,,,1,2000-10-11,2000,20,,0.21698244928756902,-801.1834911542264,3.520835048134265,,0.3262838576869634,0.4904875382203023,0.5452993028058176,1.6717671849419702,53.5418904864259,2144.2818028497036
209382.0,2005-10-10,346557,Vale S.A.,Corporates,Metals & Mining,BRA,STDLONG,BBB,,,1,2005-10-10,2005,15,13.958333333333334,0.0,824.4200000000001,4.361490168558121,0.11040369143958302,0.2625053498671969,0.36332637043685123,0.3272661308304405,3.277105243849379,524.6013333333334,7290.140333333334
140756.0,2000-09-29,346559,China Petroleum & Chemical Corp.,Corporates,Energy,CHN,FCLONG,BBB-,,,1,2000-09-29,2000,14,,1091.2001149302732,-1085.7851666666668,1.3086976530142658,,0.1648316316127919,0.7428952571523858,0.059836469147543876,,1312.5015282746738,20284.400057226885
215739.0,2000-10-24,346560,Kolbenschmidt Pierburg AG,Corporates,Automobiles & Components,DEU,FCLONG,BBB,,,1,2000-10-24,2000,15,,29.956157038466227,323.46824619847854,6.562839575939871,,0.07137023136507607,0.3527398512605546,0.051208922421173975,2.684533340911511,11.450626363560758,696.6835848555157
229977.0,2001-12-21,346563,Rodamco North America N.V.,Corporates,Property & Real Estate,NLD,STDLONG,BBB,,,1,2001-12-21,2001,15,23.0,22.5,,3.7867647058823533,,0.3099521512680012,,0.682656731575609,,87.5,2307.5
,2000-09-29,346572,Head Acquisition L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB,,,1,2000-09-29,2000,15,,,,,,,,,,,
124442.0,2000-10-03,346587,XM Satellite Radio Holdings Inc.,Corporates,Media & Entertainment,USA,FCLONG,CCC+,,,1,2000-10-03,2000,7,,25.504,-17.827000000000005,-1.4947967501394324,-0.08322294652345986,0.1340474798272266,0.8083102097478774,,13.895535129512211,15.384,103.92
148365.0,2000-10-03,346589,XM Satellite Radio Inc.,Corporates,Media & Entertainment,USA,FCLONG,CCC+,,,1,2000-10-03,2000,7,,,,,,,,,,,
,2000-10-02,346594,Touch America Inc.,Corporates,Telecom Services,USA,FCLONG,BB-,,,1,2000-10-02,2000,11,,,,,,,,,,,
,2000-10-02,346625,RWE Npower PLC,Corporates,Electric,GBR,FCLONG,BBB+,,,1,2000-10-02,2000,16,,,,,,,,,,,
102603.0,2000-10-04,346685,Severn Trent PLC,Corporates,Water,GBR,FCLONG,A+,,,1,2000-10-04,2000,19,,17.698988109589042,-834.0791286575344,3.958953515805041,0.03852254726493747,0.2584576260505976,0.39511695175142686,0.3070759637186911,1.5404547138407512,179.66264773515982,3811.186477981735
,2000-10-04,346686,Severn Trent Water Ltd.,Corporates,Water,GBR,FCLONG,A+,,,1,2000-10-04,2000,19,,,,,,,,,,,
117768.0,2000-10-05,346687,NVIDIA Corp.,Corporates,Information Technology,USA,FCLONG,B+,,,1,2000-10-05,2000,10,,39.455999999999996,51.34133333333333,48.66040589093862,0.02715867938494858,0.032636326185528274,0.9454450937471054,0.018281788094326058,9.12587118996062,0.0795,48.31733333333333
,2000-10-18,346704,PH Casino Resorts Inc.,Corporates,Media & Entertainment,USA,FCLONG,BB-,,,1,2000-10-18,2000,11,,,,,,,,,,,
121755.0,2000-10-05,346707,Digital Island Inc.,Corporates,Information Technology,USA,FCLONG,B-,,,1,2000-10-05,2000,8,,24.512999999999998,36.1945,-33.492337993998085,-0.19831051841652136,0.08347254514132695,0.7098425846215743,-0.4330797486511394,13.895535129512211,0.123,17.7785
140760.0,2002-03-29,346726,Monsanto Co.,Corporates,Chemicals,USA,STDLONG,A,,,1,2002-03-29,2002,18,21.285714285714285,154.66666666666666,1442.189,4.077472136867559,0.017343544548937388,0.18184838952909899,0.49835233371511417,0.14440966000590572,1.9778673794681927,224.0,4929.0
29746.0,2000-10-06,346738,NMS Communications Corp.,Corporates,Information Technology,USA,FCLONG,B,,,1,2000-10-06,2000,9,,11.653,38.18833333333333,48.66040589093862,-0.09534051845715298,0.003103784670706014,0.9850665022141311,-0.019613197891004425,12.15568904496142,0.128,15.744
119597.0,2000-10-06,346742,USinternetworking Inc.,Corporates,Information Technology,USA,FCLONG,B-,,,1,2000-10-06,2000,8,,78.053,69.859,-30.145452795032064,-0.19831051841652136,0.43283849763619126,0.43577061622200997,-0.4330797486511394,3.1009744036043854,3.494,132.7945
206213.0,2000-10-09,346757,Cammell Laird Holdings PLC,Corporates,Capital Goods,GBR,FCLONG,B+,,,1,2000-10-09,2000,10,,14.177267359543379,13.97543673716895,11.864362592800768,0.08795385952483431,0.16264038653031118,0.6755849389161565,0.12205983726272862,6.2459193812260425,1.4705619562557077,77.76394429689498
19151.0,2001-03-28,346763,TIM S.p.A.,Corporates,Telecom Services,ITA,STDLONG,BBB+,,,1,2001-03-28,2001,16,18.8,8.987370401825622,-1085.7851666666668,1.936811111902859,0.023444951498986597,0.36088599829999984,0.45281988024305914,0.12093729212821898,1.0544137932037492,1346.7413115186155,39360.0227331219
15444.0,2001-09-07,346787,CRH plc,Corporates,Building Materials,IRL,STDLONG,BBB+,,,1,2001-09-07,2001,16,,,1381.0486666666666,3.8007318503441065,0.059777352912566493,0.34772993076141306,0.3753927796349638,0.09180323972016317,3.316108430301208,173.164,4792.119333333333
12090.0,2003-12-18,346789,Duratek Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,BB-,,,1,2003-12-18,2003,11,21.285714285714285,2.4243333333333332,-8.482,1.7929087985185295,0.004145060820953612,0.2882310499410602,0.4764504562804201,0.0338063498988757,1.2487525338232857,8.254,208.24766666666667
251921.0,2000-10-20,346800,Alfa Laval AB,Corporates,Capital Goods,SWE,FCLONG,BB-,,,1,2000-10-20,2000,11,,,,,,,,,,,
,2000-10-20,346801,Alfa Laval Credit Finance AB,Corporates,Capital Goods,SWE,FCLONG,BB-,,,1,2000-10-20,2000,11,,,,,,,,,,,
141400.0,2000-10-12,346811,Massey Energy Co.,Corporates,Metals & Mining,USA,FCLONG,BBB+,,,1,2000-10-12,2000,16,,5.851,23.973,48.66040589093862,0.06104242754757523,0.0,0.3594796459640585,0.13625252147549471,,0.6585000000000001,679.1575
,2000-10-17,346833,Memec Europe Ltd.,Corporates,Information Technology,GBR,FCLONG,BB,,,1,2000-10-17,2000,12,,,,,,,,,,,
,2000-10-17,346834,Memec LLC,Corporates,Information Technology,GBR,FCLONG,BB,,,1,2000-10-17,2000,12,,,,,,,,,,,
153250.0,2000-10-13,346835,Resolution Performance Products LLC,Corporates,Chemicals,USA,FCLONG,BB-,,,1,2000-10-13,2000,11,,,,,,,,,,,
135914.0,2000-10-18,346869,ONI Systems Corp.,Corporates,Information Technology,USA,FCLONG,B-,,,1,2000-10-18,2000,8,,49.557,50.692499999999995,,-0.19831051841652136,0.003666916811036638,0.9272607396520458,-0.4330797486511394,,,4.9805
217621.0,2000-10-18,346877,TIM Sul S.A,Corporates,Telecom Services,BRA,BRAZLONG,brBBB+,,,1,2000-10-18,2000,16,,0.1647192414485435,-154.4673749506424,1.4770217334265903,0.01474580584603119,0.022287507000556265,0.9420770845555815,0.20620047932200478,0.7444043765662764,21.490324268236687,254.7914840241939
292179.0,2001-05-25,346878,TIM Nordeste Telecomunicacoes S.A.,Corporates,Telecom Services,BRA,BRAZLONG,brBBB,,,1,2001-05-25,2001,15,15.0,,,,,,,,,,
8539.0,2000-10-18,346889,Exelon Corp.,Corporates,Electric,USA,FCLONG,A-,,,1,2000-10-18,2000,17,,103.228,-624.506,3.1442665572363,-0.011404293080933959,0.3707318006110029,0.1624048754038551,0.24108543363049098,1.2632606419000318,393.405,9771.310333333333
141321.0,2001-04-24,346891,Sybron Dental Specialties Inc.,Corporates,Health Care,USA,STDLONG,BB-,,,1,2001-04-24,2001,11,21.285714285714285,5.9365000000000006,121.104,4.807494739376993,0.08401055115770012,0.5485706665359757,0.1592487608373651,0.2473470411306513,,21.4865,376.163
,2000-10-18,346892,United Biscuits Finance PLC,Corporates,Consumer Products,GBR,FCLONG,BB-,,,1,2000-10-18,2000,11,,,,,,,,,,,
,2000-10-20,346964,Vectren Energy Delivery of Ohio LLC,Corporates,Multi,USA,FCLONG,A,,,1,2000-10-20,2000,18,,,,,,,,,,,
146020.0,2000-10-20,346966,Vectren Utility Holdings LLC,Corporates,Gas,USA,FCLONG,A,,,1,2000-10-20,2000,18,,,,,,,,,,,
245603.0,2000-10-25,346967,Vicunha Textil S.A.,Corporates,Consumer Products,BRA,BRAZLONG,brBBB,,,1,2000-10-25,2000,15,,27.667267724117185,-69.69126419867685,0.556884923736573,0.009390954559855407,0.1786708843376093,0.6731948081545145,0.1147202925886737,,99.67517449762609,527.432124086084
104981.0,2000-10-25,346984,Securitas AB,Corporates,Commercial & Professional Services,SWE,FCLONG,BBB+,,,1,2000-10-25,2000,16,,49.285688104122016,117.08293549679063,4.2537873755378115,0.033761693587544106,0.21233694905477396,0.5961296149037852,0.05666814885975933,4.433218475222014,26.386758461660406,1142.022815540586
,2001-05-07,346987,Covanta ARC LLC,Corporates,Electric,USA,STDLONG,BBB,,,1,2001-05-07,2001,15,21.285714285714285,,,,,,,,,,
202662.0,2000-10-27,347007,Grohe Holding GmbH,Corporates,Building Materials,DEU,FCLONG,BB-,,,1,2000-10-27,2000,11,,137.77607215217523,335.9868872228062,31.22911567486137,,0.05271297625851278,0.21713339641777307,0.12064339439353847,3.1865641607859145,3.0527280739656133,314.9038089758726
103193.0,2001-11-08,347009,Strabag SE,Corporates,Capital Goods,AUT,STDLONG,BB,,,1,2001-11-08,2001,12,23.0,143.11618403882315,196.7635498654521,2.3989165533645096,,0.04591916170723484,0.6923362184603103,0.025648084477898486,1.730549490385533,26.60516278585224,1420.9715321173226
234117.0,2000-11-22,347014,"Redeia Corporacion, S.A.",Corporates,Electric,ESP,FCLONG,AA-,,,1,2000-11-22,2000,20,,0.3581418429432823,-166.57524677919181,4.160508524101295,,0.22867296276559365,0.3102479628087255,0.28138122775992414,1.3156630019562576,39.378472021192316,995.4012905324545
241216.0,2000-10-25,347015,Syngenta AG,Corporates,Chemicals,CHE,FCLONG,A-,,,1,2000-10-25,2000,17,,111.0,289.0,3.1272727272727274,0.020476262702866677,0.012277470841006752,0.8123915737298637,0.11030354852501069,,165.0,4035.0
240943.0,2000-10-25,347016,Lattice Group Ltd.,Corporates,Gas,GBR,FCLONG,A,,,1,2000-10-25,2000,18,,21.03389671232877,-1085.7851666666668,3.2924281984334205,0.04142601075482971,0.34402177521078137,0.27476038338658143,0.403004154682007,,619.6909569863013,15192.945394520548
,2001-04-02,347018,NiSource Finance Corp.,Corporates,Multi,USA,STDLONG,BBB,,,1,2001-04-02,2001,15,21.285714285714285,,,,,,,,,,
210576.0,2001-03-08,347031,Hongkong Land Holdings Ltd.,Corporates,Property & Real Estate,BMU,STDLONG,A-,,,1,2001-03-08,2001,17,,1091.2001149302732,,3.2653093842943473,0.030306365860579356,0.19025577264510182,,0.682656731575609,,126.43333333333332,2321.766666666667
,2000-11-14,347033,ElectraNet Pty Ltd.,Corporates,Electric,AUS,FCLONG,BBB+,,,1,2000-11-14,2000,16,,,,,,,,,,,
125315.0,2000-10-25,347065,Aether Systems Inc.,Corporates,Information Technology,USA,FCLONG,B-,,,1,2000-10-25,2000,8,,40.1485,45.324000000000005,-26.52601702932829,-0.19831051841652136,0.0,1.0,-0.4330797486511394,13.895535129512211,1.057,2.463
61355.0,2000-10-26,347086,Checkfree Holdings Corp.,Corporates,Information Technology,USA,FCLONG,B,,,1,2000-10-26,2000,9,,27.022333333333332,40.82833333333333,-25.011219941338314,-0.19831051841652136,0.026248913794692495,0.8834648511017997,-0.10032169449895813,12.1046625086648,0.6946666666666667,69.10266666666666
149049.0,2000-10-30,347118,Canwest Media Inc.,Corporates,Media & Entertainment,CAN,FCLONG,BB-,,,1,2000-10-30,2000,11,,,,,,,,,,,
,2000-10-31,347129,T.EN Eurocash SNC,Corporates,Energy,FRA,FCLONG,A,,,1,2000-10-31,2000,18,,,,,,,,,,,
