gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,date_column,year,numeric_rating,countryrating
,2013-04-30,543346,Kleopatra Holdings 1 S.C.A.,Corporates,Containers & Packaging,LUX,STDLONG,B-,,,N,2013-04-30,2013,8,
4666.0,2012-12-13,543365,Interactive Data Holdings Corp.,Corporates,Commercial & Professional Services,USA,FCLONG,B,,,N,2012-12-13,2012,9,16.573033707865168
315108.0,2013-01-15,543368,Infraestructura Energetica Nova S.A.P.I de C.V.,Corporates,Gas,MEX,CAVALLONG,mxAAA,,,N,2013-01-15,2013,23,17.598173515981735
202594.0,2013-04-09,543372,China Oil and Gas Group Ltd.,Corporates,Gas,BMU,FCLONG,BB+,,,N,2013-04-09,2013,13,20.0
,2016-06-16,543373,Mirror BidCo Corp.,Corporates,Capital Goods,GBR,STDLONG,B,,,N,2016-06-16,2016,9,19.573221757322177
,2013-01-21,543393,Zobele Group,Corporates,Consumer Products,LUX,FCLONG,B-,,,N,2013-01-21,2013,8,
317859.0,2013-03-26,543397,Cerved Group SpA,Corporates,Business and Consumer Services,ITA,FCLONG,B,,,N,2013-03-26,2013,9,18.11682242990654
100749.0,2012-12-19,543484,Douglas Holding AG,Corporates,Retailing,DEU,FCLONG,B,,,N,2012-12-19,2012,9,21.0
,2012-12-17,543505,Dispensing Dynamics International,Corporates,Building Materials,USA,FCLONG,B-,,,N,2012-12-17,2012,8,16.573033707865168
101877.0,2013-01-11,543556,Sime Darby Bhd.,Corporates,Capital Goods,MYS,FCLONG,A,,,N,2013-01-11,2013,18,17.73076923076923
274195.0,2013-01-29,543557,China State Construction International Holdings Ltd.,Corporates,Capital Goods,CYM,FCLONG,BBB-,,,N,2013-01-29,2013,14,
,2013-01-23,543622,Weekley Homes LLC,Corporates,Homebuilding,USA,FCLONG,BB-,,,N,2013-01-23,2013,11,16.573033707865168
,2013-01-23,543623,Weekley Finance Corp.,Corporates,Homebuilding,USA,STDLONG,BB-,,,N,2013-01-23,2013,11,16.573033707865168
,2013-01-15,543743,Oilers Borrower Corp.,Corporates,Retailing,USA,STDLONG,B,,,N,2013-01-15,2013,9,16.573033707865168
205875.0,2016-04-26,543745,Alicorp S.A.A.,Corporates,Consumer Products,PER,STDLONG,BBB-,,,N,2016-04-26,2016,14,13.869565217391305
295792.0,2013-01-18,543749,Pesquera Exalmar S.A.A.,Corporates,Consumer Products,PER,FCLONG,B+,,,N,2013-01-18,2013,10,13.31578947368421
,2013-01-07,543756,Tonon Bioenergia S.A.,Corporates,Consumer Products,BRA,FCLONG,B,,,N,2013-01-07,2013,9,15.691176470588236
29649.0,2013-01-28,543763,Mid-America Apartment Communities Inc.,Corporates,Property & Real Estate,USA,STDLONG,BBB-,,,N,2013-01-28,2013,14,16.573033707865168
,2013-01-28,543764,Mid-America Apartments L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB-,,,N,2013-01-28,2013,14,16.573033707865168
170781.0,2013-01-10,543826,Atlas Resource Partners L.P.,Corporates,Energy,USA,STDLONG,B,,,N,2013-01-10,2013,9,16.573033707865168
295397.0,2013-02-22,543842,iEnergizer Ltd.,Corporates,Commercial & Professional Services,GGY,FCLONG,B,,,N,2013-02-22,2013,9,22.5
,2013-01-08,543883,La Financiere Atalian SAS,Corporates,Business and Consumer Services,FRA,FCLONG,B+,,,N,2013-01-08,2013,10,19.53153153153153
,2019-02-08,543886,Intertrust Group B.V.,Corporates,Business and Consumer Services,NLD,STDLONG,BB+,,,N,2019-02-08,2019,13,22.34375
,2013-01-09,543908,Wells Enterprises Inc.,Corporates,Consumer Products,USA,FCLONG,B+,,,N,2013-01-09,2013,10,16.573033707865168
314179.0,2013-01-21,543919,Seazen Group Ltd.,Corporates,Property & Real Estate,CYM,FCLONG,BB-,,,N,2013-01-21,2013,11,
15396.0,2013-01-08,543926,SunCoke Energy Partners L.P.,Corporates,Metals & Mining,USA,FCLONG,BB-,,,N,2013-01-08,2013,11,16.573033707865168
,2013-01-09,543932,NEP/NCP Holdco Inc.,Corporates,Media & Entertainment,USA,STDLONG,B,,,N,2013-01-09,2013,9,16.573033707865168
,2013-01-17,543933,Interface Security Systems Holdings Inc,Corporates,Information Technology,USA,FCLONG,B-,,,N,2013-01-17,2013,8,16.573033707865168
15235.0,2013-01-10,543934,Alon USA Partners LP,Corporates,Energy,USA,STDLONG,B,,,N,2013-01-10,2013,9,16.573033707865168
,2013-02-07,543935,Calceus Acquisition Inc.,Corporates,Retailing,USA,STDLONG,B,,,N,2013-02-07,2013,9,16.573033707865168
323355.0,2013-01-29,543968,SMU S.A.,Corporates,Retailing,CHL,FCLONG,B,,,N,2013-01-29,2013,9,19.428571428571427
204203.0,2013-01-25,543969,Cementos Pacasmayo S.A.A.,Corporates,Building Materials,PER,FCLONG,BB+,,,N,2013-01-25,2013,13,13.31578947368421
178543.0,2013-05-14,543980,Neenah Enterprises Inc.,Corporates,Metals & Mining,USA,FCLONG,B,,,N,2013-05-14,2013,9,16.573033707865168
,2013-03-22,543986,Apex Tool Group LLC,Corporates,Building Materials,USA,STDLONG,B,,,N,2013-03-22,2013,9,16.573033707865168
,2013-03-12,544001,Zachry Holdings Inc.,Corporates,Automobiles & Components,USA,STDLONG,BB-,,,N,2013-03-12,2013,11,16.573033707865168
,2013-02-18,544007,Cerba Healthcare S.A.S.,Corporates,Health Care,FRA,FCLONG,B+,,,N,2013-02-18,2013,10,19.53153153153153
13721.0,2013-01-14,544010,Zoetis Inc.,Corporates,Health Care,USA,STDLONG,BBB-,,,N,2013-01-14,2013,14,16.573033707865168
205174.0,2013-03-14,544012,Nexa Resources Peru S.A.A.,Corporates,Metals & Mining,PER,FCLONG,BBB-,,,N,2013-03-14,2013,14,13.31578947368421
,2013-01-15,544025,CROSSMARK Holdings Inc.,Corporates,Consumer Products,USA,STDLONG,B,,,N,2013-01-15,2013,9,16.573033707865168
,2013-08-01,544035,Fintest Trading Co. Ltd.,Corporates,Metals & Mining,CYP,FCLONG,B-,,,N,2013-08-01,2013,8,15.23076923076923
,2013-01-23,544044,ALD Automotive S.A.,Corporates,Transportation,BRA,BRAZLONG,brA,,,N,2013-01-23,2013,18,15.691176470588236
34140.0,2013-03-13,544061,Momentive Global Inc.,Corporates,Information Technology,USA,FCLONG,B,,,N,2013-03-13,2013,9,16.573033707865168
,2013-03-11,544142,Rikshem AB,Corporates,Property & Real Estate,SWE,STDLONG,A-,,,N,2013-03-11,2013,17,21.19148936170213
141894.0,2013-08-09,544230,Nizhnekamskneftekhim PAO,Corporates,Chemicals,RUS,FCLONG,BB-,,,N,2013-08-09,2013,11,12.097244732576986
101513.0,2013-03-15,544287,St Barbara Ltd.,Corporates,Metals & Mining,AUS,FCLONG,B,,,N,2013-03-15,2013,9,22.186746987951807
208017.0,2013-03-04,544288,China Vanke Co. Ltd.,Corporates,Property & Real Estate,CHN,FCLONG,BBB+,,,N,2013-03-04,2013,16,18.25925925925926
17228.0,2013-01-29,544304,Talos Energy LLC,Corporates,Energy,USA,STDLONG,B-,,,N,2013-01-29,2013,8,16.573033707865168
163626.0,2013-01-30,544309,AGT Food and Ingredients Inc.,Corporates,Consumer Products,CAN,STDLONG,B,,,N,2013-01-30,2013,9,19.92391304347826
,2013-06-27,544322,SESAC Holdco II LLC,Corporates,Media & Entertainment,USA,FCLONG,B,,,N,2013-06-27,2013,9,16.573033707865168
,2013-04-19,544369,STG-Fairway Acquisitions Inc.,Corporates,Business and Consumer Services,USA,STDLONG,B,,,N,2013-04-19,2013,9,16.573033707865168
201181.0,2013-05-02,544382,Cheng Shin Rubber Ind. Co. Ltd.,Corporates,Automobiles & Components,TWN,TAIWALONG,twA,,,N,2013-05-02,2013,18,20.166666666666668
179846.0,2013-03-07,544439,MHP SE,Corporates,Consumer Products,UKR,STDLONG,B,,,N,2013-03-07,2013,9,10.05019305019305
,2013-09-17,544441,Pioneer Group CJSC,Corporates,Property & Real Estate,RUS,RUSSIALONG,ruBBB-,,,N,2013-09-17,2013,14,12.097244732576986
320124.0,2015-07-23,544452,Schaeffler AG,Corporates,Automobiles & Components,DEU,FCLONG,BB-,,,N,2015-07-23,2015,11,21.037735849056602
,2013-03-07,544453,ALG Intermediate Holdings B.V.,Corporates,Hotels & Gaming,NLD,FCLONG,B,,,N,2013-03-07,2013,9,22.714285714285715
274927.0,2013-03-21,544465,Yuexiu Real Estate Investment Trust,Corporates,Property & Real Estate,HKG,STDLONG,BBB,,,N,2013-03-21,2013,15,21.0
,2013-02-11,544482,Zarasai Group (The),Corporates,Property & Real Estate,ISR,ISRLONG,ilA+,,,N,2013-02-11,2013,19,20.233333333333334
,2019-08-22,544522,Sibur Holding PJSC,Corporates,Chemicals,RUS,FCLONG,BBB-,,,N,2019-08-22,2019,14,12.354545454545455
,2013-02-11,544586,Albertson's LLC,Corporates,Retailing,USA,STDLONG,B,,,N,2013-02-11,2013,9,16.573033707865168
64612.0,2013-02-12,544628,FULLBEAUTY Brands Inc.,Corporates,Retailing,USA,STDLONG,B,,,N,2013-02-12,2013,9,16.573033707865168
186559.0,2013-04-17,544677,Beechcraft Holdings LLC,Corporates,Aerospace & Defense,USA,STDLONG,B+,,,N,2013-04-17,2013,10,16.573033707865168
,2013-02-06,544682,North American Breweries Holdings LLC,Corporates,Consumer Products,USA,FCLONG,B,,,N,2013-02-06,2013,9,16.573033707865168
,2013-02-08,544703,Lenta LLC,Corporates,Retailing,RUS,FCLONG,B+,,,N,2013-02-08,2013,10,12.097244732576986
,2013-02-08,544729,LHI Holdco LLC,Corporates,Media & Entertainment,USA,FCLONG,B-,,,N,2013-02-08,2013,8,16.573033707865168
,2013-02-11,544786,RSI Home Products Inc.,Corporates,Building Materials,USA,STDLONG,B+,,,N,2013-02-11,2013,10,16.573033707865168
211156.0,2013-04-30,544792,Rolta India Ltd.,Corporates,Information Technology,IND,FCLONG,BB-,,,N,2013-04-30,2013,11,13.714285714285714
200218.0,2013-03-14,544844,Arcelik A.S.,Corporates,Consumer Products,TUR,STDLONG,BB+,,,N,2013-03-14,2013,13,9.88888888888889
,2013-02-14,544848,Neovia Logistics Intermediate Holdings L.P.,Corporates,Transportation,USA,FCLONG,B,,,N,2013-02-14,2013,9,16.573033707865168
,2013-02-13,544852,Polyconcept Investments B.V.,Corporates,Consumer Products,NLD,STDLONG,B,,,N,2013-02-13,2013,9,22.714285714285715
,2013-02-13,544856,Latisys Corp.,Corporates,Telecom Services,USA,FCLONG,B,,,N,2013-02-13,2013,9,16.573033707865168
,2020-01-31,545051,Diaverum Holding S.a.r.l.,Corporates,Health Care,LUX,FCLONG,B-,,,N,2020-01-31,2020,8,
,2013-05-03,545052,Allnex (Luxembourg) & Cy SCA,Corporates,Chemicals,LUX,STDLONG,B+,,,N,2013-05-03,2013,10,
,2013-05-03,545078,Itapoa Terminais Portuarios S.A.,Corporates,Transportation,BRA,BRAZLONG,brBB+,,,N,2013-05-03,2013,13,15.691176470588236
178850.0,2013-03-29,545102,"Internet Brands, Inc.",Corporates,Media & Entertainment,USA,STDLONG,B+,,,N,2013-03-29,2013,10,16.573033707865168
273407.0,2013-02-21,545122,Vicinity Centres,Corporates,Property & Real Estate,AUS,STDLONG,BBB+,,,N,2013-02-21,2013,16,22.186746987951807
,2013-02-22,545143,SRS Distribution Inc.,Corporates,Building Materials,USA,FCLONG,B,,,N,2013-02-22,2013,9,16.573033707865168
,2013-04-10,545208,Metalsa S.A. de C.V.,Corporates,Automobiles & Components,MEX,FCLONG,BB+,,EE|UKE,Y,2013-04-10,2013,13,17.598173515981735
296900.0,2013-05-17,545214,IVS Group SA,Corporates,Retailing,ITA,FCLONG,BB-,,,N,2013-05-17,2013,11,18.11682242990654
,2013-03-13,545228,Watco Cos. LLC,Corporates,Transportation,USA,STDLONG,B,,,N,2013-03-13,2013,9,16.573033707865168
,2013-02-26,545231,Eze Castle Software Inc.,Corporates,Information Technology,USA,FCLONG,B,,,N,2013-02-26,2013,9,16.573033707865168
16398.0,2013-05-10,545267,Citycon Oyj,Corporates,Property & Real Estate,FIN,FCLONG,BBB-,,,N,2013-05-10,2013,14,23.0
,2013-03-19,545467,Cornerstone Chemical Co.,Corporates,Chemicals,USA,STDLONG,B-,,,N,2013-03-19,2013,8,16.573033707865168
,2013-03-12,545487,EMG Utica LLC,Corporates,Gas,USA,FCLONG,B,,,N,2013-03-12,2013,9,16.573033707865168
,2013-03-04,545509,"WNA Holdings, Inc.",Corporates,Chemicals,USA,FCLONG,B,,,N,2013-03-04,2013,9,16.573033707865168
,2013-03-04,545512,Datapipe Inc.,Corporates,Telecom Services,USA,STDLONG,B,,,N,2013-03-04,2013,9,16.573033707865168
,2013-03-20,545514,Livingston International Inc.,Corporates,Transportation,CAN,FCLONG,B,,,N,2013-03-20,2013,9,19.92391304347826
,2013-03-07,545767,Ruby Western Pipeline Holdings LLC,Corporates,Gas,USA,FCLONG,BB+,,,N,2013-03-07,2013,13,16.573033707865168
,2013-03-15,545867,LTS Group Holdings LLC,Corporates,Telecom Services,USA,FCLONG,B,,,N,2013-03-15,2013,9,16.573033707865168
,2013-03-14,545887,Gas Natural de Lima y Callao S.A. (Calidda),Corporates,Gas,PER,STDLONG,BBB-,,,N,2013-03-14,2013,14,13.31578947368421
,2013-11-26,546047,Global TIP Holdings One B.V.,Corporates,Transportation,NLD,FCLONG,BB,,,N,2013-11-26,2013,12,22.714285714285715
,2013-04-19,546068,Atkins Nutritionals Holdings II Inc.,Corporates,Consumer Products,USA,FCLONG,B-,,,N,2013-04-19,2013,8,16.573033707865168
314672.0,2013-04-12,546088,Golden Wheel Tiandi Holdings Co. Ltd.,Corporates,Property & Real Estate,CYM,STDLONG,B,,,N,2013-04-12,2013,9,
,2013-05-10,546093,WEPA Hygieneprodukte GmbH,Corporates,Paper & Forest Products,DEU,FCLONG,BB-,,,N,2013-05-10,2013,11,21.037735849056602
166477.0,2013-04-05,546108,CES Energy Solutions Corp.,Corporates,Energy,CAN,FCLONG,B,,,N,2013-04-05,2013,9,19.92391304347826
64313.0,2013-03-13,546109,Doncasters Group Ltd.,Corporates,Capital Goods,GBR,STDLONG,B,,,N,2013-03-13,2013,9,19.49411764705882
,2013-03-19,546110,Telecommunications Management LLC d/b/a NewWave Communications,Corporates,Media & Entertainment,USA,FCLONG,B+,,,N,2013-03-19,2013,10,16.573033707865168
,2017-02-10,546117,eircom Finance DAC,Corporates,Telecom Services,IRL,STDLONG,B+,,,N,2017-02-10,2017,10,17.964285714285715
,2013-04-15,546124,Transportadora de Gas del Peru S.A.,Corporates,Gas,PER,STDLONG,BBB,,,N,2013-04-15,2013,15,13.31578947368421
,2013-03-18,546147,GELF European Holdings (Lux) S.a.r.l.,Corporates,Property & Real Estate,LUX,STDLONG,BBB-,,,N,2013-03-18,2013,14,
220400.0,2013-04-24,546148,Sisecam,Corporates,Capital Goods,TUR,FCLONG,BB+,,,N,2013-04-24,2013,13,9.88888888888889
,2013-04-30,546316,Alvogen Pharma US Inc.,Corporates,Health Care,USA,STDLONG,B-,,,N,2013-04-30,2013,8,16.573033707865168
,2013-06-07,546327,New Look Retail Group Ltd.,Corporates,Consumer Products,GBR,STDLONG,B-,,,N,2013-06-07,2013,8,19.49411764705882
,2013-03-28,546508,Steward Health Care System LLC,Corporates,Health Care,USA,STDLONG,B,,,N,2013-03-28,2013,9,16.573033707865168
187529.0,2013-03-15,546647,"Flint Hills Resources Houston Chemical, LLC",Corporates,Chemicals,USA,STDLONG,B,,,N,2013-03-15,2013,9,16.573033707865168
18086.0,2013-03-18,546662,Mallinckrodt PLC,Corporates,Health Care,IRL,FCLONG,BBB-,,,N,2013-03-18,2013,14,18.095238095238095
204429.0,2013-04-03,546709,Jerusalem Oil Exploration Ltd.,Corporates,Energy,ISR,ISRLONG,ilAA-,,,N,2013-04-03,2013,20,20.233333333333334
175741.0,2013-03-18,546712,Archrock Partners L.P.,Corporates,Energy,USA,FCLONG,B,,,N,2013-03-18,2013,9,16.573033707865168
179110.0,2013-03-20,546714,American Apparel Inc.,Corporates,Consumer Products,USA,STDLONG,B-,,,N,2013-03-20,2013,8,16.573033707865168
35612.0,2013-05-31,546720,GFL Environmental Inc.,Corporates,Commercial & Professional Services,CAN,FCLONG,B+,,,N,2013-05-31,2013,10,19.92391304347826
17899.0,2013-05-02,546723,Seven Generations Energy Ltd.,Corporates,Energy,CAN,STDLONG,B-,,,N,2013-05-02,2013,8,19.92391304347826
163765.0,2013-03-19,546767,Cooper-Standard Holdings Inc.,Corporates,Automobiles & Components,USA,STDLONG,BB-,,,N,2013-03-19,2013,11,16.573033707865168
1240.0,2013-03-20,546807,New Albertsons L.P.,Corporates,Retailing,USA,FCLONG,CCC+,,,N,2013-03-20,2013,7,16.573033707865168
202039.0,2013-04-17,546831,Ferreycorp S.A.A.,Corporates,Capital Goods,PER,FCLONG,BB+,,,N,2013-04-17,2013,13,13.31578947368421
,2013-03-21,546991,Healthcare Realty Holdings L.P.,Corporates,Property & Real Estate,USA,STDLONG,BBB-,,,N,2013-03-21,2013,14,16.573033707865168
,2020-11-13,546997,Louis Dreyfus Co. B.V.,Corporates,Consumer Products,NLD,STDLONG,BBB-,,,N,2020-11-13,2020,14,22.34375
,2013-03-25,547130,American Campus Communities Operating Partnership L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB-,,,N,2013-03-25,2013,14,16.573033707865168
275880.0,2013-04-25,547187,Golden Eagle Retail Group Ltd.,Corporates,Retailing,CYM,STDLONG,BBB-,,,N,2013-04-25,2013,14,
203442.0,2013-04-11,547188,Koc Holding A.S.,Corporates,Capital Goods,TUR,FCLONG,BBB-,,,N,2013-04-11,2013,14,9.88888888888889
,2020-01-17,547213,Aventiv Technologies LLC,Corporates,Telecom Services,USA,FCLONG,B-,,,N,2020-01-17,2020,8,16.573033707865168
,2013-05-08,547214,Hoyts Group Holdings LLC,Corporates,Media & Entertainment,AUS,STDLONG,B+,,,N,2013-05-08,2013,10,22.186746987951807
194755.0,2013-04-09,547287,Memorial Production Partners LP,Corporates,Energy,USA,STDLONG,B,,,N,2013-04-09,2013,9,16.573033707865168
,2013-04-26,547347,Lemtrans LLC,Corporates,Transportation,UKR,STDLONG,B,,,N,2013-04-26,2013,9,10.05019305019305
,2013-03-28,547427,Hostess Holdco LLC,Corporates,Consumer Products,USA,STDLONG,B-,,,N,2013-03-28,2013,8,16.573033707865168
277646.0,2013-05-14,547587,Polyus Gold International Ltd.,Corporates,Metals & Mining,RUS,FCLONG,BB+,,,N,2013-05-14,2013,13,12.097244732576986
315582.0,2013-06-25,547588,Stabilus SA,Corporates,Capital Goods,LUX,STDLONG,B,,,N,2013-06-25,2013,9,
298636.0,2013-04-25,547751,Avianca Holdings S.A.,Corporates,Transportation,PAN,STDLONG,B+,,,N,2013-04-25,2013,10,13.2
,2013-09-20,547756,Holding Medi-Partenaires SAS,Corporates,Health Care,FRA,FCLONG,B,,,N,2013-09-20,2013,9,19.53153153153153
,2023-01-13,547757,Liberty Interactive LLC,Corporates,Media & Entertainment,USA,STDLONG,B-,,,N,2023-01-13,2023,8,16.573033707865168
216721.0,2013-04-30,547927,PT MNC Investama Tbk.,Corporates,Media & Entertainment,IDN,FCLONG,BB-,,,N,2013-04-30,2013,11,10.105882352941176
187774.0,2013-04-04,547929,CVR Nitrogen L.P.,Corporates,Chemicals,USA,FCLONG,B,,,N,2013-04-04,2013,9,16.573033707865168
184868.0,2013-04-17,547947,Erickson Inc.,Corporates,Aerospace & Defense,USA,FCLONG,B,,,N,2013-04-17,2013,9,16.573033707865168
187698.0,2013-04-03,547949,Civitas Resources Inc.,Corporates,Energy,USA,FCLONG,B,,,N,2013-04-03,2013,9,16.573033707865168
,2013-04-18,547951,Grupo Gayosso S.A. de C.V.,Corporates,Consumer Products,MEX,STDLONG,B+,,,N,2013-04-18,2013,10,17.598173515981735
,2013-04-10,548008,Covis Pharma Holdings Sarl,Corporates,Health Care,LUX,FCLONG,B,,,N,2013-04-10,2013,9,
,2013-04-04,548031,C-1 Holdings LLC,Corporates,Information Technology,USA,STDLONG,B,,,N,2013-04-04,2013,9,16.573033707865168
206540.0,2013-05-08,548068,Far-Eastern Shipping Co. PLC,Corporates,Transportation,RUS,FCLONG,BB-,,,N,2013-05-08,2013,11,12.097244732576986
60902.0,2013-05-08,548107,Hawaiian Holdings Inc.,Corporates,Transportation,USA,STDLONG,B,,,N,2013-05-08,2013,9,16.573033707865168
66368.0,2013-04-08,548108,VeriSign Inc.,Corporates,Information Technology,USA,STDLONG,BB,,,N,2013-04-08,2013,12,16.573033707865168
,2013-04-10,548188,Matterhorn Financing & Cy S.C.A.,Corporates,Telecom Services,LUX,STDLONG,B+,,,N,2013-04-10,2013,10,
,2013-06-05,548197,TeamSystem Holding SpA,Corporates,Commercial & Professional Services,ITA,FCLONG,B,,,N,2013-06-05,2013,9,18.11682242990654
,2013-05-23,548201,OAO Khabarovsky Airport,Corporates,Transportation,RUS,STDLONG,B+,,,N,2013-05-23,2013,10,12.097244732576986
213509.0,2015-04-24,548204,Yuexiu Transport Infrastructure Ltd.,Corporates,Transportation,CHN,STDLONG,BBB-,,,N,2015-04-24,2015,14,18.25925925925926
,2013-07-04,548209,Avinor AS,Corporates,Transportation,NOR,FCLONG,AA-,,,N,2013-07-04,2013,20,21.285714285714285
16653.0,2013-04-11,548210,Taylor Morrison Home Corp.,Corporates,Homebuilding,USA,STDLONG,BB-,,,N,2013-04-11,2013,11,16.573033707865168
,2013-05-12,548215,Aurizon Network Pty Ltd.,Corporates,Capital Goods,AUS,FCLONG,BBB+,,EE|UKE,Y,2013-05-12,2013,16,22.186746987951807
288414.0,2013-05-02,548216,China Railway Construction Corp. Ltd.,Corporates,Capital Goods,CHN,STDLONG,A-,,,N,2013-05-02,2013,17,18.25925925925926
,2013-04-23,548229,Sprint Industrial Holdings LLC,Corporates,Retailing,USA,FCLONG,B,,,N,2013-04-23,2013,9,16.573033707865168
,2013-04-12,548294,Lineage Logistics LLC,Corporates,Transportation,USA,FCLONG,B,,,N,2013-04-12,2013,9,16.573033707865168
,2013-04-30,548299,PLZ Corp.,Corporates,Consumer Products,USA,STDLONG,B,,,N,2013-04-30,2013,9,16.573033707865168
,2013-04-12,548307,Cyanco Intermediate Corp.,Corporates,Chemicals,USA,FCLONG,B,,,N,2013-04-12,2013,9,16.573033707865168
235636.0,2013-04-18,548308,Elior Group S.A.,Corporates,Retailing,FRA,STDLONG,BB-,,,N,2013-04-18,2013,11,19.53153153153153
185334.0,2013-04-10,548309,Pinnacle Foods Inc.,Corporates,Consumer Products,USA,FCLONG,B+,,,N,2013-04-10,2013,10,16.573033707865168
24825.0,2013-04-16,548535,COPT Defense Properties,Corporates,Property & Real Estate,USA,STDLONG,BBB-,,,N,2013-04-16,2013,14,16.573033707865168
,2013-04-16,548536,Corporate Office Properties L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB-,,,N,2013-04-16,2013,14,16.573033707865168
103292.0,2013-09-25,548547,A.P. Moller - Maersk A/S,Corporates,Transportation,DNK,FCLONG,BBB+,,,N,2013-09-25,2013,16,23.0
350930.0,2013-05-02,548608,Sisal S.p.A.,Corporates,Media & Entertainment,ITA,STDLONG,B,,,N,2013-05-02,2013,9,18.11682242990654
,2014-05-16,548627,CBAC Borrower LLC,Corporates,Media & Entertainment,USA,FCLONG,B-,,,N,2014-05-16,2014,8,16.573033707865168
239603.0,2013-06-17,548708,Intralot S.A.,Corporates,Hotels & Gaming,GRC,STDLONG,B-,,,N,2013-06-17,2013,8,12.636363636363637
,2018-03-06,548727,Buena Vista Gaming Authority,Corporates,Media & Entertainment,USA,STDLONG,B-,,,N,2018-03-06,2018,8,16.573033707865168
209964.0,2013-09-11,548791,Distribution and Warehousing Network Ltd.,Corporates,Capital Goods,ZAF,SALONG,zaA-,,,N,2013-09-11,2013,17,16.941176470588236
,2013-04-22,548796,KSS Holdings Inc.,Corporates,Automobiles & Components,USA,STDLONG,B+,,,N,2013-04-22,2013,10,16.573033707865168
243143.0,2013-05-07,548802,Frigoglass SAIC,Corporates,Capital Goods,GRC,FCLONG,BB-,,,N,2013-05-07,2013,11,12.636363636363637
157855.0,2013-04-19,548807,Salesforce.com Inc.,Corporates,Information Technology,USA,FCLONG,BB,,,N,2013-04-19,2013,12,16.573033707865168
,2013-04-26,548827,Lemtrans Ltd.,Corporates,Transportation,CYP,STDLONG,B,,,N,2013-04-26,2013,9,15.23076923076923
,2013-06-05,548829,ION Trading Technologies Ltd.,Corporates,Information Technology,IRL,FCLONG,B,,,N,2013-06-05,2013,9,18.095238095238095
,2013-04-29,548830,Bond Mission Critical Services Plc,Corporates,Transportation,GBR,STDLONG,B,,,N,2013-04-29,2013,9,19.49411764705882
17699.0,2013-04-19,548847,CST Brands Inc.,Corporates,Retailing,USA,FCLONG,BB,,,N,2013-04-19,2013,12,16.573033707865168
,2013-04-26,548909,Orchard Brands Corp.,Corporates,Retailing,USA,STDLONG,B,,,N,2013-04-26,2013,9,16.573033707865168
,2014-05-14,548914,Mendes Junior Trading e Engenharia S.A.,Corporates,Capital Goods,BRA,BRAZLONG,brBBB,,,N,2014-05-14,2014,15,15.797101449275363
,2013-11-18,548916,Artera Services LLC,Corporates,Capital Goods,USA,FCLONG,B,,,N,2013-11-18,2013,9,16.573033707865168
223096.0,2018-05-24,549067,Computershare Ltd.,Corporates,Commercial & Professional Services,AUS,STDLONG,BBB,,,N,2018-05-24,2018,15,22.075
,2013-07-04,549068,Avanza Spain S.A.U,Corporates,Transportation,ESP,FCLONG,B+,,,N,2013-07-04,2013,10,18.723809523809525
161120.0,2013-04-29,549109,Macquarie Infrastructure Corp.,Corporates,Business and Consumer Services,USA,FCLONG,BBB-,,,N,2013-04-29,2013,14,16.573033707865168
178201.0,2013-05-03,549110,Vitamin Shoppe Inc.,Corporates,Retailing,USA,FCLONG,BB,,,N,2013-05-03,2013,12,16.573033707865168
,2013-04-25,549147,SSH Holdings Inc. d/b/a Spencer Spirit,Corporates,Retailing,USA,STDLONG,B,,,N,2013-04-25,2013,9,16.573033707865168
,2013-04-29,549227,Atlantic Aviation FBO Inc.,Corporates,Aerospace & Defense,USA,STDLONG,BB-,,,N,2013-04-29,2013,11,16.573033707865168
,2013-06-17,549247,R&R PIK PLC,Corporates,Consumer Products,GBR,FCLONG,B,,,N,2013-06-17,2013,9,19.49411764705882
,2013-04-26,549448,Spin Holdco Inc. d/b/a CSC ServiceWorks,Corporates,Consumer Products,USA,STDLONG,B,,,N,2013-04-26,2013,9,16.573033707865168
,2013-05-14,549607,Grande Communications Networks LLC,Corporates,Telecom Services,USA,STDLONG,B+,,,N,2013-05-14,2013,10,16.573033707865168
178327.0,2013-11-13,549611,China XD Plastics Co. Ltd.,Corporates,Automobiles & Components,USA,FCLONG,BB-,,,N,2013-11-13,2013,11,16.573033707865168
19273.0,2013-05-01,549618,Enable Midstream Partners L.P.,Corporates,Gas,USA,STDLONG,BBB-,,,N,2013-05-01,2013,14,16.573033707865168
,2013-05-08,549626,Charlotte Russe Inc.,Corporates,Consumer Products,USA,FCLONG,B-,,,N,2013-05-08,2013,8,16.573033707865168
,2013-07-10,549708,Trionista TopCo GmbH,Corporates,Commercial & Professional Services,DEU,FCLONG,B+,,,N,2013-07-10,2013,10,21.037735849056602
178877.0,2013-06-04,549887,Navios Maritime Partners L.P.,Corporates,Transportation,MHL,FCLONG,BB,,,N,2013-06-04,2013,12,
275066.0,2013-10-25,549889,Oman Telecommunications Co.,Corporates,Telecom Services,OMN,STDLONG,BBB+,,,N,2013-10-25,2013,16,17.4
