gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,date_column,year,numeric_rating,countryrating
,2001-08-03,351769,Cobb Elec Membership Corp,Corporates,Electric,USA,STDLONG,A+,,,N,2001-08-03,2001,19,21.285714285714285
,2001-06-07,351780,ISP Chemco LLC,Corporates,Chemicals,USA,STDLONG,BB,,,N,2001-06-07,2001,12,21.285714285714285
202550.0,2013-11-11,351821,"Organizacion Cultiba, S.A.B. de C.V.",Corporates,Consumer Products,MEX,CAVALLONG,mxAA-,,,N,2013-11-11,2013,20,17.598173515981735
104606.0,2001-06-12,351837,Kia Corp.,Corporates,Automobiles & Components,KOR,STDLONG,BB-,,,N,2001-06-12,2001,11,16.8
222642.0,2001-06-13,351861,Tele Norte Leste Participacoes S.A.,Corporates,Telecom Services,BRA,STDLONG,BB+,,,N,2001-06-13,2001,13,15.0
28462.0,2006-05-16,351906,Libbey Inc.,Corporates,Consumer Products,USA,STDLONG,B,,,N,2006-05-16,2006,9,19.466666666666665
62330.0,2012-10-17,351910,Einstein Noah Restaurant Group Inc.,Corporates,Retailing,USA,FCLONG,B,,,N,2012-10-17,2012,9,16.573033707865168
,2001-06-26,351913,Nexstar Finance Holdings LLC,Corporates,Media & Entertainment,USA,STDLONG,B+,,,N,2001-06-26,2001,10,21.285714285714285
,2001-07-20,351920,Focus Retail Group Ltd.,Corporates,Retailing,GBR,STDLONG,BB-,,,N,2001-07-20,2001,11,19.714285714285715
,2007-06-05,352017,Arcor S.A.I.C.,Corporates,Consumer Products,ARG,STDLONG,B+,,,N,2007-06-05,2007,10,10.883870967741936
,2001-06-21,352063,Pinnacle Foods Corp.,Corporates,Consumer Products,USA,STDLONG,BB-,,,N,2001-06-21,2001,11,21.285714285714285
261215.0,2001-06-22,352084,Mediacom Broadband LLC,Corporates,Media & Entertainment,USA,STDLONG,BB,,,N,2001-06-22,2001,12,21.285714285714285
,2001-07-25,352097,MGOC Inc.,Corporates,Media & Entertainment,USA,STDLONG,BB+,,,N,2001-07-25,2001,13,21.285714285714285
262132.0,2001-06-25,352108,Quebecor Media Inc.,Corporates,Media & Entertainment,CAN,FCLONG,BB,,,N,2001-06-25,2001,12,19.818181818181817
146036.0,2001-08-06,352109,Imagistics International Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,BB,,,N,2001-08-06,2001,12,21.285714285714285
29353.0,2001-06-25,352125,The Shaw Group Inc.,Corporates,Capital Goods,USA,STDLONG,BBB-,,,N,2001-06-25,2001,14,21.285714285714285
1828.0,2001-06-26,352144,ATCO Ltd.,Corporates,Multi,CAN,STDLONG,A+,,,N,2001-06-26,2001,19,19.818181818181817
14433.0,2001-06-27,352145,Canadian Utilities Ltd.,Corporates,Multi,CAN,STDLONG,A+,,,N,2001-06-27,2001,19,19.818181818181817
177212.0,2001-06-27,352146,CU Inc.,Corporates,Multi,CAN,STDLONG,A+,,,N,2001-06-27,2001,19,19.818181818181817
149030.0,2001-06-26,352175,NextMedia Operating Inc.,Corporates,Media & Entertainment,USA,STDLONG,B+,,,N,2001-06-26,2001,10,21.285714285714285
,2001-06-27,352241,Country Energy,Corporates,Multi,AUS,STDLONG,AA,,,N,2001-06-27,2001,21,22.0
14352.0,2001-06-28,352300,Atkinsrealis Group Inc.,Corporates,Capital Goods,CAN,STDLONG,BBB,,,N,2001-06-28,2001,15,19.818181818181817
63669.0,2001-07-03,352396,Univision Communications Inc.,Corporates,Media & Entertainment,USA,STDLONG,BB+,,,N,2001-07-03,2001,13,21.285714285714285
,2001-07-09,352402,Marlin Water Trust II,Corporates,Electric,USA,STDLONG,BBB,,,N,2001-07-09,2001,15,21.285714285714285
,2001-07-04,352416,PCCW-HKT Telephone Ltd.,Corporates,Telecom Services,HKG,FCLONG,BBB,,,N,2001-07-04,2001,15,
,2001-07-04,352421,Ineos Group Holdings S.A.,Corporates,Chemicals,LUX,STDLONG,BB,,,N,2001-07-04,2001,12,
,2001-07-04,352422,Ineos Holdings Ltd.,Corporates,Chemicals,GBR,STDLONG,BB,,,N,2001-07-04,2001,12,19.714285714285715
257411.0,2001-07-06,352424,hibu PLC,Corporates,Media & Entertainment,GBR,STDLONG,BB-,,,N,2001-07-06,2001,11,19.714285714285715
,2002-02-15,352498,CNL Rose Acquisition Corp,Corporates,Property & Real Estate,USA,STDLONG,BB-,,,N,2002-02-15,2002,11,21.285714285714285
9063.0,2001-07-10,352527,AutoNation Inc.,Corporates,Retailing,USA,STDLONG,BBB-,,,N,2001-07-10,2001,14,21.285714285714285
38477.0,2001-07-11,352572,DRS Technologies Inc.,Corporates,Aerospace & Defense,USA,STDLONG,BB-,,,N,2001-07-11,2001,11,21.285714285714285
17525.0,2001-07-11,352573,Origin Energy Ltd.,Corporates,Electric,AUS,STDLONG,BBB+,,,N,2001-07-11,2001,16,22.0
147571.0,2001-08-06,352647,Affinity Interactive,Corporates,Hotels & Gaming,USA,STDLONG,B,,,N,2001-08-06,2001,9,21.285714285714285
142248.0,2001-07-16,352666,America Movil S.A.B. de C.V.,Corporates,Telecom Services,MEX,STDLONG,BBB+,,,N,2001-07-16,2001,16,18.34285714285714
144559.0,2001-08-03,352669,Zimmer Biomet Holdings Inc.,Corporates,Health Care,USA,STDLONG,BBB-,,,N,2001-08-03,2001,14,21.285714285714285
,2012-12-03,352759,Rodonorte Concessionaria de Rodovias Integradas S.A.,Corporates,Transportation,BRA,BRAZLONG,brAA+,,,N,2012-12-03,2012,22,15.1875
,2001-07-20,352760,American Paper Corp.,Corporates,Paper & Forest Products,USA,STDLONG,B+,,,N,2001-07-20,2001,10,21.285714285714285
216659.0,2001-07-24,352774,Aeroporti di Roma SpA,Corporates,Transportation,ITA,STDLONG,A-,,,N,2001-07-24,2001,17,18.8
157075.0,2001-07-23,352783,Rockwood Specialties Group Inc.,Corporates,Chemicals,USA,STDLONG,B+,,,N,2001-07-23,2001,10,21.285714285714285
9465.0,2001-09-06,352804,Schlumberger Ltd.,Corporates,Energy,CUW,STDLONG,AA-,,,N,2001-09-06,2001,20,
103176.0,2001-09-28,352838,Thyssenkrupp AG,Corporates,Metals & Mining,DEU,STDLONG,BBB,,,N,2001-09-28,2001,15,
269104.0,2002-06-13,352839,Bauer AG,Corporates,Capital Goods,DEU,STDLONG,BB-,,,N,2002-06-13,2002,11,21.0
220375.0,2001-08-30,352844,Koninklijke Vendex KBB N.V.,Corporates,Retailing,NLD,STDLONG,BBB-,,,N,2001-08-30,2001,14,23.0
,2001-11-26,352855,Schlumberger Technology Corp.,Corporates,Information Technology,USA,STDLONG,AA-,,,N,2001-11-26,2001,20,21.285714285714285
,2001-07-24,352856,National Restaurant Enterprises Holdings Inc.,Corporates,Retailing,USA,STDLONG,CCC+,,,N,2001-07-24,2001,7,21.285714285714285
239056.0,2003-09-22,352876,SMRT Corp. Ltd.,Corporates,Transportation,SGP,STDLONG,AAA,,,N,2003-09-22,2003,23,
13003.0,2001-08-07,352881,Komatsu Mining Corp.,Corporates,Capital Goods,USA,STDLONG,BB,,,N,2001-08-07,2001,12,21.285714285714285
212948.0,2001-07-31,352952,Fast Retailing Co. Ltd.,Corporates,Retailing,JPN,FCLONG,A-,,,N,2001-07-31,2001,17,
102138.0,2001-08-21,352979,MISC Bhd.,Corporates,Transportation,MYS,STDLONG,A-,,,N,2001-08-21,2001,17,
101097.0,2001-09-18,352983,Bouygues S.A.,Corporates,Capital Goods,FRA,STDLONG,A-,,,N,2001-09-18,2001,17,16.333333333333332
104881.0,2001-09-12,352985,Television Francaise 1 S.A.,Corporates,Media & Entertainment,FRA,STDLONG,A,,,N,2001-09-12,2001,18,16.333333333333332
31673.0,2001-09-19,353022,Cencora Inc.,Corporates,Health Care,USA,STDLONG,BB,,,N,2001-09-19,2001,12,21.285714285714285
141672.0,2001-08-27,353053,Western Oil Sands Inc.,Corporates,Energy,CAN,STDLONG,BB+,,,N,2001-08-27,2001,13,19.818181818181817
29751.0,2004-05-17,353094,Albemarle Corp.,Corporates,Chemicals,USA,STDLONG,BBB-,,,N,2004-05-17,2004,14,20.11111111111111
105448.0,2001-08-09,353096,Suncor Energy Ventures Corp.,Corporates,Energy,CAN,STDLONG,BBB+,,,N,2001-08-09,2001,16,19.818181818181817
,2007-04-02,353145,Sabre GLBL Inc.,Corporates,Information Technology,USA,STDLONG,B+,,,N,2007-04-02,2007,10,19.058823529411764
162889.0,2003-08-01,353149,The Sheridan Group Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,B+,,,N,2003-08-01,2003,10,21.285714285714285
,2001-08-03,353153,CTI Compania de Telefonos del Interior S.A.,Corporates,Telecom Services,ARG,ARGLONG,raA-,,,N,2001-08-03,2001,17,15.464285714285714
,2001-08-03,353154,CTI Norte Compania de Telefonos del Interior S.A.,Corporates,Telecom Services,ARG,ARGLONG,raA-,,,N,2001-08-03,2001,17,15.464285714285714
265816.0,2006-11-15,353182,Total Safety U.S. Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,B-,,,N,2006-11-15,2006,8,19.466666666666665
11747.0,2003-05-19,353184,TransMontaigne Inc.,Corporates,Energy,USA,STDLONG,BB,,,N,2003-05-19,2003,12,21.285714285714285
,2001-08-03,353190,National Office Partners L.P.,Corporates,Property & Real Estate,USA,STDLONG,A,,,N,2001-08-03,2001,18,21.285714285714285
156236.0,2002-11-27,353207,BrightView Landscapes LLC,Corporates,Commercial & Professional Services,USA,STDLONG,BB-,,,N,2002-11-27,2002,11,21.285714285714285
162928.0,2004-06-14,353208,Accellent Inc.,Corporates,Health Care,USA,STDLONG,B+,,,N,2004-06-14,2004,10,20.11111111111111
148296.0,2001-08-03,353211,Plastipak Holdings Inc.,Corporates,Containers & Packaging,USA,STDLONG,BB-,,,N,2001-08-03,2001,11,21.285714285714285
,2001-08-07,353212,Plastipak Packaging Inc.,Corporates,Containers & Packaging,USA,STDLONG,BB-,,,N,2001-08-07,2001,11,21.285714285714285
,2001-08-06,353215,MedPointe Healthcare Inc.,Corporates,Health Care,USA,STDLONG,B+,,,N,2001-08-06,2001,10,21.285714285714285
,2001-08-06,353216,MedPointe Inc.,Corporates,Health Care,USA,STDLONG,B+,,,N,2001-08-06,2001,10,21.285714285714285
13963.0,2010-11-30,353238,Vector Group Ltd.,Corporates,Consumer Products,USA,FCLONG,B,,,N,2010-11-30,2010,9,15.691176470588236
110179.0,2002-04-03,353240,Ventas Inc.,Corporates,Property & Real Estate,USA,STDLONG,BB-,,,N,2002-04-03,2002,11,21.285714285714285
176039.0,2002-11-15,353245,Vitamin Shoppe Industries Inc.,Corporates,Retailing,USA,STDLONG,B+,,,N,2002-11-15,2002,10,21.285714285714285
,2005-07-11,353248,Wastequip LLC,Corporates,Capital Goods,USA,STDLONG,B+,,,N,2005-07-11,2005,10,19.428571428571427
,2004-05-27,353311,CommerceConnect Media Holdings Inc.,Corporates,Media & Entertainment,USA,STDLONG,B,,,N,2004-05-27,2004,9,20.11111111111111
63600.0,2002-10-29,353376,Cymer Inc.,Corporates,Information Technology,USA,STDLONG,B+,,,N,2002-10-29,2002,10,21.285714285714285
,2006-02-15,353381,Dave & Buster's Inc.,Corporates,Retailing,USA,STDLONG,B-,,,N,2006-02-15,2006,8,19.466666666666665
101936.0,2002-03-15,353411,Enodis PLC,Corporates,Capital Goods,GBR,STDLONG,BB-,,,N,2002-03-15,2002,11,20.22222222222222
152291.0,2001-08-13,353417,Armkel LLC,Corporates,Consumer Products,USA,STDLONG,B+,,,N,2001-08-13,2001,10,21.285714285714285
162130.0,2003-11-25,353427,Equinox Holdings Inc.,Corporates,Media & Entertainment,USA,STDLONG,B,,,N,2003-11-25,2003,9,21.285714285714285
,2006-03-22,353442,Festival Fun Parks LLC,Corporates,Media & Entertainment,USA,STDLONG,B,,,N,2006-03-22,2006,9,19.466666666666665
5125.0,2020-10-23,353499,Genuine Parts Co.,Corporates,Retailing,USA,STDLONG,BBB,,,N,2020-10-23,2020,15,16.573033707865168
161075.0,2004-02-19,353514,Gold Kist Inc.,Corporates,Consumer Products,USA,STDLONG,B,,,N,2004-02-19,2004,9,20.11111111111111
,2003-10-15,353571,Keystone Automotive Operations Inc.,Corporates,Retailing,USA,STDLONG,B+,,,N,2003-10-15,2003,10,21.285714285714285
,2004-10-18,353577,Levitz Home Furnishings Inc.,Corporates,Retailing,USA,STDLONG,B-,,,N,2004-10-18,2004,8,20.11111111111111
160183.0,2015-05-18,353579,Life Time Inc.,Corporates,Media & Entertainment,USA,FCLONG,B,,,N,2015-05-18,2015,9,16.573033707865168
,2007-07-26,353583,Managed Health Care Associates Inc.,Corporates,Health Care,USA,STDLONG,B,,,N,2007-07-26,2007,9,19.058823529411764
146171.0,2010-04-06,353585,ManTech International Corp.,Corporates,Commercial & Professional Services,USA,STDLONG,BB+,,,N,2010-04-06,2010,13,15.691176470588236
,2002-07-25,353599,MetoKote Corp.,Corporates,Chemicals,USA,STDLONG,B+,,,N,2002-07-25,2002,10,21.285714285714285
140800.0,2001-08-22,353637,Westport Resources Corp.,Corporates,Energy,USA,STDLONG,BB+,,,N,2001-08-22,2001,13,21.285714285714285
246217.0,2001-08-22,353667,Nexans S.A.,Corporates,Capital Goods,FRA,STDLONG,BBB,,,N,2001-08-22,2001,15,16.333333333333332
7921.0,2023-09-13,353672,Nordson Corporation,Corporates,Capital Goods,USA,FCLONG,BBB,,EE|UKE,Y,2023-09-13,2023,15,16.573033707865168
66729.0,2004-04-19,353695,Atlantic Power L.P.,Corporates,Electric,CAN,STDLONG,A-,,,N,2004-04-19,2004,17,19.938235294117646
136684.0,2010-02-24,353697,Brookfield Renewable Power Fund,Corporates,Electric,CAN,STDLONG,BBB,,,N,2010-02-24,2010,15,19.961471103327497
64625.0,2010-07-09,353698,Northland Power Inc.,Corporates,Electric,CAN,STDLONG,BBB-,,,N,2010-07-09,2010,14,19.961471103327497
23635.0,2001-08-29,353719,Cara Operations Ltd.,Corporates,Retailing,CAN,STDLONG,BBB-,,,N,2001-08-29,2001,14,19.818181818181817
5774.0,2004-10-05,353720,Hughes Supply Inc.,Corporates,Capital Goods,USA,STDLONG,BBB-,,,N,2004-10-05,2004,14,20.11111111111111
,2001-08-23,353739,Olympus Cable Holdings,Corporates,Telecom Services,USA,STDLONG,BB-,,,N,2001-08-23,2001,11,21.285714285714285
,2001-08-28,353744,Alpharma Operating Corp.,Corporates,Health Care,USA,STDLONG,BB-,,,N,2001-08-28,2001,11,21.285714285714285
160838.0,2005-05-09,353808,James River Coal Co.,Corporates,Metals & Mining,USA,STDLONG,B,,,N,2005-05-09,2005,9,19.428571428571427
,2001-09-28,353925,Angel Trains Ltd.,Corporates,Transportation,GBR,STDLONG,A+,,,N,2001-09-28,2001,19,19.714285714285715
,2001-09-04,354015,Voridian Co.,Corporates,Chemicals,USA,STDLONG,BBB-,,,N,2001-09-04,2001,14,21.285714285714285
,2001-09-24,354046,Appvion Operations Inc.,Corporates,Paper & Forest Products,USA,STDLONG,BB,,,N,2001-09-24,2001,12,21.285714285714285
,2001-09-28,354048,Luscar Energy Partnership,Corporates,Metals & Mining,CAN,STDLONG,BB,,,N,2001-09-28,2001,12,19.818181818181817
105595.0,2001-09-05,354050,BHP Group PLC,Corporates,Metals & Mining,GBR,FCLONG,A,,,N,2001-09-05,2001,18,19.714285714285715
100111.0,2001-09-11,354060,Pilkington PLC,Corporates,Building Materials,GBR,STDLONG,BBB,,,N,2001-09-11,2001,15,19.714285714285715
145933.0,2001-09-18,354546,mmO2 PLC,Corporates,Telecom Services,GBR,STDLONG,BBB-,,,N,2001-09-18,2001,14,19.714285714285715
200976.0,2001-11-29,354626,Braskem S.A.,Corporates,Chemicals,BRA,BRAZLONG,brA,,,N,2001-11-29,2001,18,15.0
223492.0,2001-09-21,354695,Assa Abloy AB,Corporates,Building Materials,SWE,STDLONG,A-,,,N,2001-09-21,2001,17,21.0
,2001-10-28,354698,Powerdirect Australia Pty Ltd.,Corporates,Electric,AUS,STDLONG,AA+,,,N,2001-10-28,2001,22,22.0
7082.0,2001-09-25,354711,Sweetheart Cup Co. Inc.,Corporates,Consumer Products,USA,STDLONG,B+,,,N,2001-09-25,2001,10,21.285714285714285
129418.0,2001-09-28,354732,Alamosa Holdings Inc.,Corporates,Telecom Services,USA,STDLONG,B-,,,N,2001-09-28,2001,8,21.285714285714285
,2001-09-21,354774,Masonite International Corp. (Old),Corporates,Building Materials,CAN,STDLONG,BB,,,N,2001-09-21,2001,12,19.818181818181817
270046.0,2001-10-16,354858,Fonterra Co-operative Group Ltd.,Corporates,Consumer Products,NZL,FCLONG,AA-,,,N,2001-10-16,2001,20,20.8
,2001-11-19,354861,Global Automotive Logistics S.A.S.,Corporates,Transportation,FRA,STDLONG,BB-,,,N,2001-11-19,2001,11,16.333333333333332
,2003-03-20,354866,NATS (En Route) PLC,Corporates,Transportation,GBR,STDLONG,A-,,,N,2003-03-20,2003,17,19.366666666666667
,2001-09-26,354921,China National Offshore Oil Corp.,Corporates,Energy,CHN,FCLONG,BBB,,,N,2001-09-26,2001,15,
6334.0,2002-03-01,354995,Great Plains Energy Inc.,Corporates,Electric,USA,STDLONG,BBB,,,N,2002-03-01,2002,15,21.285714285714285
,2001-10-01,355046,E.ON Energy Solutions Ltd.,Corporates,Electric,GBR,STDLONG,BBB+,,,N,2001-10-01,2001,16,19.714285714285715
,2014-09-22,355087,FirstLight Hydro Generating Co.,Corporates,Electric,USA,FCLONG,B,,,N,2014-09-22,2014,9,16.573033707865168
,2001-10-08,355114,Roadway LLC,Corporates,Transportation,USA,STDLONG,BBB,,,N,2001-10-08,2001,15,21.285714285714285
16334.0,2001-10-28,355118,Jardine Strategic Holdings Ltd.,Corporates,Capital Goods,BMU,STDLONG,BBB+,,,N,2001-10-28,2001,16,
240656.0,2001-06-01,355144,Taiwan Mobile Co. Ltd.,Corporates,Telecom Services,TWN,TAIWALONG,twA,,,N,2001-06-01,2001,18,
,2001-10-04,355149,Southern Electric Power Distribution PLC,Corporates,Electric,GBR,STDLONG,AA-,,,N,2001-10-04,2001,20,19.714285714285715
,2001-10-04,355150,SSE Generation Ltd.,Corporates,Electric,GBR,STDLONG,AA-,,,N,2001-10-04,2001,20,19.714285714285715
,2001-10-04,355151,SSE Energy Supply Ltd.,Corporates,Electric,GBR,STDLONG,AA-,,,N,2001-10-04,2001,20,19.714285714285715
,2001-10-04,355152,Scottish Hydro-Electric Transmission PLC,Corporates,Electric,GBR,STDLONG,AA-,,,N,2001-10-04,2001,20,19.714285714285715
,2001-10-04,355153,Scottish Hydro-Electric Power Distribution PLC,Corporates,Electric,GBR,STDLONG,AA-,,,N,2001-10-04,2001,20,19.714285714285715
,2005-11-14,355173,Telecom Personal S.A.,Corporates,Telecom Services,ARG,STDLONG,B-,,,N,2005-11-14,2005,8,10.342592592592593
61548.0,2002-06-12,355194,PT Telekomunikasi Indonesia Tbk.,Corporates,Telecom Services,IDN,FCLONG,B+,,,N,2002-06-12,2002,10,7.333333333333333
30821.0,2003-10-17,355195,PT Indosat Tbk.,Corporates,Telecom Services,IDN,STDLONG,B+,NR,,N,2003-10-17,2003,10,6.928571428571429
208095.0,2001-11-06,355196,Singapore Telecommunications Ltd.,Corporates,Telecom Services,SGP,STDLONG,AA-,NR,,N,2001-11-06,2001,20,
,2001-10-08,355232,South Eastern Power Networks PLC,Corporates,Electric,GBR,STDLONG,BBB+,,,N,2001-10-08,2001,16,19.714285714285715
,2001-10-08,355238,London Power Networks PLC,Corporates,Electric,GBR,FCLONG,A+,,,N,2001-10-08,2001,19,19.714285714285715
,2001-10-08,355239,EDF Energy Customers Ltd.,Corporates,Electric,GBR,FCLONG,A+,,,N,2001-10-08,2001,19,19.714285714285715
122194.0,2001-10-12,355475,AltaGas Ltd.,Corporates,Gas,CAN,STDLONG,BBB-,,,N,2001-10-12,2001,14,19.818181818181817
,2001-10-12,355480,Newcastle International Airport Ltd.,Corporates,Transportation,GBR,STDLONG,BBB+,,,N,2001-10-12,2001,16,19.714285714285715
,2001-10-12,355481,Scottish Power Energy Management Ltd.,Corporates,Multi,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
,2001-10-12,355482,Scottish Power Investments Ltd.,Corporates,Electric,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
,2001-10-12,355483,Scottish Power Energy Retail Ltd.,Corporates,Electric,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
,2001-10-12,355484,VPI Power Ltd.,Corporates,Electric,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
,2001-10-12,355485,SP Distribution PLC,Corporates,Electric,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
,2001-10-12,355486,SP Transmission PLC,Corporates,Electric,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
291740.0,2001-10-12,355488,SP Manweb PLC,Corporates,Electric,GBR,STDLONG,A,,,N,2001-10-12,2001,18,19.714285714285715
,2001-10-12,355489,NIAL Holdings PLC,Corporates,Transportation,GBR,STDLONG,BBB+,,,N,2001-10-12,2001,16,19.714285714285715
148279.0,2001-10-22,355527,Majestic Investor Holdings LLC,Corporates,Hotels & Gaming,USA,STDLONG,B,,,N,2001-10-22,2001,9,21.285714285714285
,2001-10-12,355546,Ontario Power Generation Inc.,Corporates,Electric,CAN,STDLONG,BBB+,,,N,2001-10-12,2001,16,19.818181818181817
,2001-10-16,355686,Seeboard Energy Ltd.,Corporates,Multi,GBR,STDLONG,BBB+,,,N,2001-10-16,2001,16,19.714285714285715
,2001-10-18,355707,Rentokil Initial 1927 PLC,Corporates,Commercial & Professional Services,GBR,STDLONG,BBB+,,,N,2001-10-18,2001,16,19.714285714285715
252295.0,2001-12-20,355774,Far EasTone Telecommunications Co. Ltd.,Corporates,Telecom Services,TWN,TAIWALONG,twA,,,N,2001-12-20,2001,18,
29343.0,2001-10-18,355866,"Grupo Casa Saba, S.A.de C.V.",Corporates,Health Care,MEX,CAVALLONG,mxA,,,N,2001-10-18,2001,18,18.34285714285714
278358.0,2010-07-12,355867,Grupo Famsa S.A.B. de C.V.,Corporates,Retailing,MEX,STDLONG,B,,,N,2010-07-12,2010,9,18.046153846153846
,2001-10-19,355868,"Panamco Mexico, S.A. de C.V.",Corporates,Consumer Products,MEX,CAVALLONG,mxAA,,,N,2001-10-19,2001,21,18.34285714285714
,2001-10-22,355926,Valentia Telecommunications upc,Corporates,Telecom Services,IRL,STDLONG,BBB-,,,N,2001-10-22,2001,14,
,2001-10-19,356028,Truper Herramientas S.A. de C.V.,Corporates,Retailing,MEX,CAVALLONG,mxBBB+,,,N,2001-10-19,2001,16,18.34285714285714
62557.0,2001-10-29,356087,Scania AB (publ.),Corporates,Capital Goods,SWE,STDLONG,A-,,,N,2001-10-29,2001,17,21.0
201584.0,2003-10-21,356427,KDDI Corp.,Corporates,Telecom Services,JPN,FCLONG,BBB+,,,N,2003-10-21,2003,16,20.608695652173914
233102.0,2001-10-30,356978,Plaut AG,Corporates,Information Technology,AUT,STDLONG,B,,,N,2001-10-30,2001,9,23.0
269556.0,2001-10-23,356989,Rosneft Oil Co. PJSC,Corporates,Energy,RUS,STDLONG,B,,,N,2001-10-23,2001,9,6.375
,2001-10-24,356999,National Grid Electricity Distribution (West Midlands) PLC,Corporates,Electric,GBR,STDLONG,BBB+,,,N,2001-10-24,2001,16,19.714285714285715
,2001-10-24,357003,AIMCO Properties LP,Corporates,Property & Real Estate,USA,STDLONG,BB+,,,N,2001-10-24,2001,13,21.285714285714285
23767.0,2001-10-24,357007,Atmel Corp.,Corporates,Information Technology,USA,STDLONG,B,,,N,2001-10-24,2001,9,21.285714285714285
,2001-10-29,357064,Tomkins Ltd.,Corporates,Capital Goods,GBR,STDLONG,BBB,,,N,2001-10-29,2001,15,19.714285714285715
211777.0,2001-11-19,357084,Cofinimmo S.A./N.V.,Corporates,Property & Real Estate,BEL,STDLONG,BBB,,,N,2001-11-19,2001,15,
241537.0,2008-03-27,357107,CapitaLand Ltd.,Corporates,Property & Real Estate,SGP,STDLONG,BBB+,,,N,2008-03-27,2008,16,
156820.0,2001-10-30,357135,Southern Power Co.,Corporates,Electric,USA,STDLONG,BBB+,,,N,2001-10-30,2001,16,21.285714285714285
101204.0,2004-09-20,357156,Sanofi,Corporates,Health Care,FRA,STDLONG,A+,,,N,2004-09-20,2004,19,18.620689655172413
15165.0,2001-10-31,357228,Oxford Properties Group Inc.,Corporates,Property & Real Estate,CAN,FCLONG,BBB,,,N,2001-10-31,2001,15,19.818181818181817
143357.0,2002-01-22,357286,Accenture PLC,Corporates,Information Technology,IRL,STDLONG,A+,,,N,2002-01-22,2002,19,23.0
244742.0,2001-11-06,357287,Elektro Redes S.A.,Corporates,Electric,BRA,BRAZLONG,brA+,,,N,2001-11-06,2001,19,15.0
146352.0,2001-11-05,357330,Aluminum Corp. of China Ltd.,Corporates,Metals & Mining,CHN,FCLONG,BBB,,,N,2001-11-05,2001,15,
103084.0,2011-10-19,357412,Newcrest Mining Ltd.,Corporates,Metals & Mining,AUS,FCLONG,BBB+,,,N,2011-10-19,2011,16,22.253246753246753
265974.0,2001-11-08,357455,Compass Minerals Group Inc.,Corporates,Metals & Mining,USA,STDLONG,BB-,,,N,2001-11-08,2001,11,21.285714285714285
220562.0,2001-11-12,357490,SES S.A.,Corporates,Media & Entertainment,LUX,STDLONG,BBB,,,N,2001-11-12,2001,15,
147601.0,2001-12-07,357526,Wheeling Island Gaming Inc.,Corporates,Hotels & Gaming,USA,STDLONG,B+,,,N,2001-12-07,2001,10,21.285714285714285
206619.0,2002-10-11,357529,Magnitogorsk Iron and Steel Works PJSC,Corporates,Metals & Mining,RUS,RUSSIALONG,ruA+,,,N,2002-10-11,2002,19,7.590909090909091
66446.0,2003-10-30,357536,Quanta Services Inc.,Corporates,Capital Goods,USA,STDLONG,BB-,,,N,2003-10-30,2003,11,21.285714285714285
,2001-11-21,357568,Sistema de Agua Potable y Alcantarillado de Leon Guanajuato (SAPAL),Corporates,Water,MEX,CAVALLONG,mxAA,,,N,2001-11-21,2001,21,18.34285714285714
,2004-05-12,357585,Language Line Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,B,,,N,2004-05-12,2004,9,20.11111111111111
40599.0,2012-04-11,357610,Monitronics International Inc.,Corporates,Commercial & Professional Services,USA,FCLONG,B,NR,,N,2012-04-11,2012,9,16.573033707865168
105118.0,2001-11-20,357620,Port of Tauranga Ltd.,Corporates,Transportation,NZL,FCLONG,BBB+,,,N,2001-11-20,2001,16,20.8
65632.0,2001-11-16,357633,Morguard Real Estate Investment Trust,Corporates,Property & Real Estate,CAN,STDLONG,BB+,,,N,2001-11-16,2001,13,19.818181818181817
203177.0,2001-11-13,357640,Hon Hai Precision Industry Co. Ltd.,Corporates,Information Technology,TWN,TAIWALONG,twAA-,,,N,2001-11-13,2001,20,
63673.0,2002-01-15,357712,Compton Petroleum Corp.,Corporates,Energy,CAN,STDLONG,B+,,,N,2002-01-15,2002,10,19.755760368663594
146017.0,2001-12-03,357750,Acuity Brands Inc.,Corporates,Capital Goods,USA,STDLONG,BBB,,,N,2001-12-03,2001,15,21.285714285714285
,2001-11-23,357752,Cognis Deutschland GmbH & Co. KG,Corporates,Chemicals,DEU,STDLONG,BB,,,N,2001-11-23,2001,12,
31887.0,2001-11-21,357771,ResMed Inc.,Corporates,Health Care,USA,STDLONG,B+,,,N,2001-11-21,2001,10,21.285714285714285
7507.0,2001-11-23,357807,Molson Inc.,Corporates,Consumer Products,CAN,STDLONG,BBB+,,,N,2001-11-23,2001,16,19.818181818181817
